product_id,product_name,brand_name,category,list_price,discount_price,sale_in_30days,rating,no_of_reviews,first_available,rankings,stock_alert
107459,"Dove, Men+Care, 2-In-1 Shampoo + Conditioner, Revitalizing, Eucalyptus + Birch, 12 fl oz (355 ml)",Dove,Conditioner,50.03,50.03,,4.7,143,12/2021,"{""ranking_men's_shampoo"": 37, ""ranking_men's_grooming"": 264, 'ranking_conditioner': 568, 'ranking_shampoo': 630}",out of stock
107368,"Dove, Men+Care, 2 In 1 Shampoo + Conditioner, Reinvigorating, Lime + Cedarwood, 20.4 fl oz (603 ml)",Dove,Conditioner,81.74,81.74,,4.8,74,08/2021,"{""ranking_men's_shampoo"": 37, ""ranking_men's_grooming"": 264, 'ranking_conditioner': 568, 'ranking_shampoo': 630}",out of stock
114627,"Dove, Conditioner, For Dry Hair, Coconut & Hydration, 25.4 fl oz (750 ml)",Dove,Conditioner,79.3,79.3,,4.4,80,07/2022,{'ranking_conditioner': 568},out of stock
111238,"Luseta Beauty, Biotin B-Complex Thickening Conditioner, For Thin & Dry Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,110.48,88.75,,4.6,211,11/2021,{},
124689,"Mielle, Moisture RX, Moisturizing Overnight Conditioner, Hawaiian Ginger, 2 oz (57 g)",Mielle,Conditioner,28.33,28.33,,4.5,122,07/2023,{'ranking_conditioner': 608},
107472,"Dove, Hair Therapy, Hydration Spa Conditioner, 13.5 fl oz (400 ml)",Dove,Conditioner,73.57,73.57,,4.7,111,08/2021,{'ranking_conditioner': 608},
111230,"Luseta Beauty, Curl Enhancing Coconut Oil Conditioner, For All Curl Types, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,131.25,131.25,,4.6,90,11/2021,{},
124699,"Mielle, Soothing Leave-In Conditioner, For Sensitive Scalp, Oats & Honey Blend, 6 fl oz (177 ml)",Mielle,Conditioner,95.89,95.89,,4.6,22,07/2023,{},
130167,"Okay Pure Naturals, Ultra Moisturizing Leave-in Conditioner, Shea , 8 fl oz (237 ml)",Okay Pure Naturals,Conditioner,79.93,79.93,,4.4,15,09/2023,{},
134519,"Camille Rose, Caramel Cowash Cleansing Conditioner, Coconut & Rosemary Oils , 8 oz (240 ml)",Camille Rose,Conditioner,95.91,95.91,,4.4,13,01/2024,{},
130202,"Okay Pure Naturals, Miami South Beach Curls, Coconut Curl Enhancer Leave in Conditioner, 12 oz (354.8 ml)",Okay Pure Naturals,Conditioner,174.36,174.36,,4.6,7,09/2023,"{'ranking_leave-in_conditioner': 132, 'ranking_conditioner': 608}",
129782,"Okay Pure Naturals, Ultra Moisturizing Shea Conditioner, 12 fl oz (355 ml)",Okay Pure Naturals,Conditioner,79.95,79.95,,4,7,09/2023,{'ranking_conditioner': 608},
130201,"Okay Pure Naturals, Miami South Beach Curls, Coconut Curl Enhancer Conditioner, 12 oz (354.8 ml)",Okay Pure Naturals,Conditioner,174.36,174.36,,4.7,3,09/2023,{'ranking_conditioner': 608},
100311,"Dove, Amplified Textures, Super Slip Detangling Conditioner, 11.5 fl oz (340 ml)",Dove,Conditioner,66.73,66.73,,4.5,145,10/2020,{},out of stock
108750,"Cantu, Men's Collection, Shea Butter Leave-In Conditioner, 13 oz (370 g)",Cantu,Conditioner,62.53,62.53,,4.6,257,08/2021,{},unavailable for this country
134505,"Camille Rose, Leave-In Detangling Hair Treatment, Coconut Water, 8 oz (240 ml)",Camille Rose,Conditioner,143.11,143.11,,4.5,6,12/2023,{},unavailable for this country
110487,"Mielle, Scalp & Hair Strengthening Oil, Rosemary Mint, 2 fl oz (59 ml)",Mielle,Treatments,96.31,96.31,40000,4.6,45144,10/2021,"{'ranking_hair_care': 1, 'ranking_hair_treatments': 1, 'ranking_bath_&_personal_care': 2}",
6411,"Giovanni, Frizz Be Gone™, Super Smoothing, Anti-Frizz Hair Serum, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,10000,4.5,42266,05/2007,"{'ranking_hair_oil_&_serum': 1, 'ranking_hair_treatments': 4, 'ranking_hair_care': 8, 'ranking_bath_&_personal_care': 27}",
97567,"SheaMoisture, Jamaican Black Castor Oil, Strengthen & Restore Treatment Masque, 11.5 oz (326 g)",SheaMoisture,Treatments,107.26,107.26,7500,4.7,39069,01/2020,"{'ranking_hair_treatments': 5, 'ranking_hair_care': 9, 'ranking_bath_&_personal_care': 31}",
108762,"Mielle, Strengthening Hair Masque, Rosemary Mint, 12 oz (340 g)",Mielle,Treatments,95.93,95.93,5000,4.6,11400,12/2021,"{'ranking_hair_treatments': 8, 'ranking_hair_care': 15, 'ranking_bath_&_personal_care': 47}",
102845,"SheaMoisture, Jamaican Black Castor Oil, Strengthen & Restore Leave-In Conditioner, 11.5 fl oz (340 ml)",SheaMoisture,Treatments,107.26,107.26,4000,4.6,12203,11/2020,"{'ranking_leave-in_conditioner': 1, 'ranking_conditioner': 3, 'ranking_hair_oil_&_serum': 3, 'ranking_hair_treatments': 18, 'ranking_hair_care': 30}",
138163,"Mielle, Light Scalp & Hair Strengthening Oil, Rosemary Mint, 2 fl oz (59 ml)",Mielle,Treatments,95.88,95.88,3000,4.6,3138,01/2024,"{'ranking_hair_treatments': 23, 'ranking_hair_care': 42, 'ranking_bath_&_personal_care': 136}",
6420,"Giovanni, Nutrafix™ Hair Reconstructor, 6.8 fl oz (201 ml)",Giovanni,Treatments,71.79,71.79,2000,4.5,25984,05/2007,"{'ranking_hair_treatments': 26, 'ranking_hair_care': 53, 'ranking_bath_&_personal_care': 190}",
97568,"SheaMoisture, Manuka Honey & Mafura Oil, Intensive Hydration Hair Masque, 11.5 oz (326 g)",SheaMoisture,Treatments,107.26,107.26,1000,4.7,13826,02/2020,"{'ranking_hair_treatments': 32, 'ranking_hair_care': 69, 'ranking_bath_&_personal_care': 268}",
138164,"Mielle, Clarifying Sugar Scalp Scrub, Rosemary Mint, 6 oz (170 g)",Mielle,Treatments,87.18,87.18,2000,4.4,1570,01/2024,"{'ranking_hair_treatments': 33, 'ranking_hair_care': 71, 'ranking_bath_&_personal_care': 278}",
100347,"SheaMoisture, Jamaican Black Castor Oil, Strengthen & Restore Treatment Masque, 2 oz (57 g)",SheaMoisture,Treatments,24.85,24.85,1000,4.7,39072,06/2020,"{'ranking_hair_treatments': 35, 'ranking_hair_care': 74, 'ranking_bath_&_personal_care': 287}",
100353,"SheaMoisture, Manuka Honey & Mafura Oil Intensive Hydration Hair Masque, 2 oz (57 g)",SheaMoisture,Treatments,24.85,24.85,1000,4.7,13826,07/2020,"{'ranking_hair_treatments': 41, 'ranking_hair_care': 86, 'ranking_bath_&_personal_care': 316}",
81714,"Giovanni, 2chic, Frizz Be Gone Anti-Frizz Polishing Serum, Shea Butter + Sweet Almond Oil, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,,4.6,9060,05/2018,"{'ranking_hair_oil_&_serum': 6, 'ranking_hair_treatments': 37, 'ranking_hair_care': 81, 'ranking_bath_&_personal_care': 303}",out of stock
75778,"Giovanni, 2chic, Repairing Super Potion Hair Oil Serum, Blackberry + Coconut Oil, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,1000,4.6,16437,07/2017,"{'ranking_hair_oil_&_serum': 13, 'ranking_hair_treatments': 58, 'ranking_hair_care': 140, 'ranking_bath_&_personal_care': 514}",
75789,"Giovanni, 2chic, Ultra-Luxurious Super Potion Silkening Hair Serum, Cherry Blossom + Rose Petals, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,1000,4.6,8380,07/2017,"{'ranking_hair_oil_&_serum': 14, 'ranking_hair_treatments': 59, 'ranking_hair_care': 147, 'ranking_bath_&_personal_care': 538}",
97596,"SheaMoisture, Raw Shea Butter, Deep Moisturizing Masque with Sea Kelp & Argan Oil, 11.5 oz (326 g)",SheaMoisture,Treatments,107.25,107.25,1000,4.6,12652,01/2020,"{'ranking_hair_treatments': 60, 'ranking_hair_care': 148, 'ranking_bath_&_personal_care': 543}",
75765,"Giovanni, 2chic, Ultra-Moist Super Potion Anti-Frizz & Binding Serum Oil,  Avocado + Olive Oil, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,1000,4.6,9401,07/2017,"{'ranking_hair_oil_&_serum': 18, 'ranking_hair_treatments': 68, 'ranking_hair_care': 172, 'ranking_bath_&_personal_care': 611}",
102809,"SheaMoisture, Manuka Honey & Yogurt, Hydrate + Repair Protein Power Treatment,  8 fl oz (237 ml)",SheaMoisture,Treatments,92.86,92.86,,4.6,1472,11/2020,"{'ranking_hair_oil_&_serum': 16, 'ranking_hair_treatments': 62, 'ranking_hair_care': 154, 'ranking_bath_&_personal_care': 561}",out of stock
99303,"SheaMoisture, Deep Treatment Masque, Raw Shea Butter, 2 oz (57 g)",SheaMoisture,Treatments,24.85,24.85,750,4.6,12652,03/2020,"{'ranking_hair_treatments': 70, 'ranking_hair_care': 186, 'ranking_bath_&_personal_care': 656}",
100210,"Okay Pure Naturals, African Shea Body Butter, White  Smooth, 13 oz (368 g)",Okay Pure Naturals,Treatments,72.69,72.69,750,4.6,2516,06/2020,"{'ranking_shea_butter': 3, 'ranking_lotion': 39, 'ranking_hair_treatments': 71, 'ranking_body_care': 142, 'ranking_hair_care': 188}",
100209,"Okay Pure Naturals, African Shea Body Butter, Yellow Smooth, 13 oz (368 g)",Okay Pure Naturals,Treatments,72.7,72.7,750,4.6,3688,06/2020,"{'ranking_shea_butter': 4, 'ranking_lotion': 40, 'ranking_hair_treatments': 72, 'ranking_body_care': 145, 'ranking_hair_care': 194}",
6891,"Giovanni, Vitapro Fusion, Protective Moisture, Leave-In Hair Treatment, For All Hair Types, 5.1 fl oz (150 ml)",Giovanni,Treatments,71.78,71.78,750,4.4,5721,05/2007,"{'ranking_hair_treatments': 86, 'ranking_hair_care': 230, 'ranking_bath_&_personal_care': 851}",
108741,"Cantu, Shea Butter, Deep Treatment Hair Masque, 1.75 oz (50 g)",Cantu,Treatments,15.99,15.99,500,4.5,7016,08/2021,"{'ranking_hair_treatments': 95, 'ranking_hair_care': 263, 'ranking_bath_&_personal_care': 984}",
139564,"Kitsch, Scalp Exfoliator, Terracotta, 1 Exfoliator",Kitsch,Treatments,47.36,47.36,500,4.2,9152,03/2024,"{'ranking_bath_accessories': 7, 'ranking_hair_treatments': 101, 'ranking_bath_&_shower': 127, 'ranking_hair_care': 274, 'ranking_bath_&_personal_care': 1019}",
75767,"Giovanni, 2chic, Ultra-Moist Dual Action Protective Leave-In Spray, For Dry, Damaged Hair,  Avocado + Olive Oil, 4 fl oz (118 ml)",Giovanni,Treatments,71.78,71.78,500,4.5,4140,07/2017,"{'ranking_hair_treatments': 105, 'ranking_hair_care': 287, 'ranking_bath_&_personal_care': 1070}",
75764,"Giovanni, 2chic, Ultra-Moist Deep Deep Moisture Hair Mask, Avocado + Olive Oil, 5 fl oz (147 ml)",Giovanni,Treatments,71.78,71.78,500,4.5,4722,07/2017,"{'ranking_hair_treatments': 110, 'ranking_hair_care': 313, 'ranking_bath_&_personal_care': 1191}",
120663,"SheaMoisture, Manuka Honey & Yogurt, Hydrate + Repair Shampoo with Mafura & Baobab Oils, 13 fl oz (384 ml)",SheaMoisture,Treatments,93.03,93.03,,4.6,398,05/2023,"{'ranking_shampoo': 92, 'ranking_hair_treatments': 104, 'ranking_hair_care': 282, 'ranking_bath_&_personal_care': 1057}",out of stock
108739,"Cantu, Shea Butter, Thermal Shield Heat Protectant, 5.1 fl oz (151 ml)",Cantu,Treatments,48.69,48.69,400,4.5,1749,08/2021,"{'ranking_hair_treatments': 121, 'ranking_hair_care': 357, 'ranking_bath_&_personal_care': 1370}",
108732,"Cantu, Shea Butter Deep Treatment Masque, 12 oz (340 g)",Cantu,Treatments,66.88,66.88,400,4.5,7016,08/2021,"{'ranking_hair_treatments': 126, 'ranking_hair_care': 380, 'ranking_bath_&_personal_care': 1453}",
97582,"SheaMoisture, Curl Moisture Co-Wash, Coconut & Hibiscus, 13 fl oz (384 ml)",SheaMoisture,Treatments,100.15,100.15,300,4.4,3732,01/2020,"{'ranking_hair_treatments': 134, 'ranking_hair_care': 408, 'ranking_bath_&_personal_care': 1560}",
97594,"SheaMoisture, Head-To-Toe Nourishing Hydration, 100% Extra Virgin Coconut Oil, 14.5 fl oz (411 ml)",SheaMoisture,Treatments,131.67,131.67,100,4.7,639,01/2020,"{'ranking_coconut_skin_care': 12, 'ranking_body_&_massage_oils': 124, 'ranking_hair_treatments': 138, 'ranking_beauty_by_ingredient': 218, 'ranking_body_care': 338}",
121377,"Mielle, Anti-Shedding Scalp & Hair Oil, Sea Moss, 2 fl oz (59 ml)",Mielle,Treatments,104.59,104.59,400,4.5,678,05/2023,"{'ranking_sea_moss,_beauty': 1, 'ranking_hair_treatments': 140, 'ranking_beauty_by_ingredient': 222, 'ranking_hair_care': 433, 'ranking_beauty': 771}",
119711,"Kitsch, Pre-Wash Scalp Oil, Rosemary & Biotin, 2 oz (60 ml)",Kitsch,Treatments,149.98,149.98,300,4.7,210,06/2023,"{'ranking_hair_treatments': 148, 'ranking_hair_care': 468, 'ranking_bath_&_personal_care': 1784}",
109670,"Camille Rose, Ultimate Strength Serum, Cocoa Nibs & Honey, 8 oz (240 ml)",Camille Rose,Treatments,162.71,162.71,300,4.6,764,09/2021,"{'ranking_hair_oil_&_serum': 37, 'ranking_hair_treatments': 150, 'ranking_hair_care': 484, 'ranking_bath_&_personal_care': 1876}",
75776,"Giovanni, 2chic, Repairing Intensive Hair Mask, Blackberry + Coconut Milk, 5.1 fl oz (150 ml)",Giovanni,Treatments,71.78,71.78,300,4.6,2575,07/2017,"{'ranking_hair_treatments': 152, 'ranking_hair_care': 488, 'ranking_bath_&_personal_care': 1895}",
138626,"L'Oréal, Ever Pure, Pre-Shampoo, Bond Strengthening Concentrate, 5.1 fl oz (150 ml)",L'Oréal,Treatments,130.31,130.31,300,4.7,67,01/2024,"{'ranking_hair_treatments': 152, 'ranking_hair_care': 488, 'ranking_bath_&_personal_care': 1895}",
129788,"Okay Pure Naturals, Blended Argan Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,54.48,54.48,100,4.6,52,09/2023,"{'ranking_argan': 9, 'ranking_argan_oil': 16, 'ranking_hair_oil_&_serum': 40, 'ranking_body_&_massage_oils': 141, 'ranking_hair_treatments': 160}",
115676,"Giovanni, Curl Habit, Curl Defining Deep Conditioning Hair Mask, For All Curl Types, 10 fl oz (295 ml)",Giovanni,Treatments,84.89,84.89,200,4.6,434,10/2022,"{'ranking_hair_treatments': 174, 'ranking_hair_care': 575}",
134532,"Camille Rose, Daily Strengthening Mist, Rosemary Water , 8 fl oz (236 ml)",Camille Rose,Treatments,95.91,95.91,200,4.6,96,12/2023,"{'ranking_hair_treatments': 174, 'ranking_hair_care': 575}",
108720,"Cantu, Shea Butter, Comeback Curl Next Day Curl Revitalizer, 12 fl oz (355 ml)",Cantu,Treatments,70.51,70.51,200,4.4,779,08/2021,"{'ranking_hair_treatments': 177, 'ranking_hair_care': 582}",
138162,"Mielle, Strengthening Pomade-to-Oil, Rosemary Mint, 5 oz (142 g)",Mielle,Treatments,87.18,87.18,200,4.5,127,01/2024,"{'ranking_hair_treatments': 181, 'ranking_hair_care': 591}",
142299,"Dove, Scalp + Hair Therapy, Fullness Restore Scalp Serum, 2 fl oz (59 ml)",Dove,Treatments,78.46,78.46,100,4.5,44,05/2024,"{'ranking_peptides': 10, 'ranking_hair_treatments': 181, 'ranking_beauty_by_ingredient': 305, 'ranking_hair_care': 591, 'ranking_beauty': 1132}",
138165,"Mielle, Strengthening Scalp & Edge Cleansing Oil, Rosemary Mint, 4 fl oz (118 ml)",Mielle,Treatments,87.17,87.17,300,4.6,105,01/2024,"{'ranking_hair_treatments': 188, 'ranking_hair_care': 610}",
133518,"SheaMoisture, Apple Cider Vinegar Anti-Dandruff Pre-Wash w/ Salicylic Acid , 4 fl oz (118 ml)",SheaMoisture,Treatments,113.75,113.75,100,4.4,100,11/2023,"{'ranking_hair_treatments': 203, 'ranking_hair_care': 654}",
114559,"Giovanni, 2Chic, Ulra Shine Anti-Frizz Smoothing Hair Serum, Tsubaki +White Tea, 2.75 fl oz (81 ml)",Giovanni,Treatments,78.3,78.3,,4.6,598,07/2022,"{'ranking_hair_oil_&_serum': 46, 'ranking_hair_treatments': 191, 'ranking_hair_care': 621}",out of stock
130176,"Okay Pure Naturals, Black Jamaican Castor Oil With Rosemary, 4 fl oz (118 ml)",Okay Pure Naturals,Treatments,87.17,62.76,100,4.5,60,10/2023,"{'ranking_body_&_massage_oil_blends': 17, 'ranking_hair_oil_&_serum': 54, 'ranking_body_&_massage_oils': 185, 'ranking_hair_treatments': 216, 'ranking_body_care': 570}",
122058,"Giovanni, Biotin & Collagen Hair Oil, Rebonding & Restoring, 1.9 fl oz (56 ml)",Giovanni,Treatments,71.91,71.91,200,4.7,323,06/2023,"{'ranking_collagen,_beauty': 44, 'ranking_hair_oil_&_serum': 57, 'ranking_hair_treatments': 219, 'ranking_beauty_by_ingredient': 372, 'ranking_hair_care': 715}",
122057,"Giovanni, Biotin & Collagen Restoring Hair Mask, 10 fl oz (295 ml)",Giovanni,Treatments,84.89,84.89,200,4.6,187,06/2023,"{'ranking_hair_treatments': 219, 'ranking_hair_care': 715}",
142355,"SheaMoisture, Smooth & Shine Oil, Coconut & Hibiscus , 3.3 fl oz (97 ml)",SheaMoisture,Treatments,81.65,81.65,,4.5,22,05/2024,"{'ranking_hair_oil_&_serum': 51, 'ranking_hair_treatments': 208, 'ranking_hair_care': 669}",out of stock
111224,"Luseta Beauty, Keratin Smooth, Hair Mask, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,261.54,261.54,100,4.6,214,11/2021,"{'ranking_hair_treatments': 223, 'ranking_hair_care': 732}",
14938,"Giovanni, Straight Fast, Straightening Elixir, 6.8 fl oz (201 ml)",Giovanni,Treatments,91.4,91.4,200,4.3,1466,01/2009,"{'ranking_hair_oil_&_serum': 58, 'ranking_hair_treatments': 225, 'ranking_hair_care': 749}",
109668,"Camille Rose, Honey Hydrate, The Leave-In Collection, No. 3, 9 fl oz (266 ml)",Camille Rose,Treatments,122.06,122.06,100,4.4,422,09/2021,"{'ranking_hair_oil_&_serum': 58, 'ranking_hair_treatments': 225, 'ranking_hair_care': 749}",
108726,"Cantu, Shea Butter, Grow Strong Strengthening Treatment, 6 oz (173 g)",Cantu,Treatments,52.32,52.32,100,4.5,977,10/2021,"{'ranking_hair_treatments': 229, 'ranking_hair_care': 762}",
142646,"Kitsch, Strengthening Solid Treatment Bar, Bond Repair, Bamboo Flower & Ylang Ylang, 2.7 oz (77 g)",Kitsch,Treatments,149.98,149.98,100,4.7,12,06/2024,"{'ranking_hair_treatments': 232, 'ranking_hair_care': 784}",
129772,"Okay Pure Naturals, Black Jamaican Castor Oil, Leave in Deep Conditioner, 1.25 fl oz (37 ml)",Okay Pure Naturals,Treatments,21.79,15.69,100,4.6,46,09/2023,"{'ranking_castor': 35, 'ranking_hair_oil_&_serum': 62, 'ranking_body_&_massage_oils': 203, 'ranking_hair_treatments': 234, 'ranking_body_care': 647}",
119074,"Cantu, Strengthening, Biotin-Infused Hair & Scalp Oil, With Tea Tree, Peppermint & Avocado, 2 fl oz (59 ml)",Cantu,Treatments,66.82,66.82,100,4.4,130,04/2023,"{'ranking_hair_treatments': 240, 'ranking_hair_care': 843}",
134504,"Camille Rose, Rosemary Oil, Strengthening Hair & Scalp Drops , 1.9 fl oz (56 ml)",Camille Rose,Treatments,125.65,125.65,200,4.6,80,12/2023,"{'ranking_hair_treatments': 240, 'ranking_hair_care': 843}",
120668,"SheaMoisture, Scalp Moisture Cream, Aloe Butter, 4 fl oz (118 ml)",SheaMoisture,Treatments,113.75,113.75,,4.6,105,05/2023,"{'ranking_hair_treatments': 266, 'ranking_hair_care': 962}",
142300,"Dove, Scalp + Hair Therapy, Root Lift Thickening Spray, 5 fl oz (147 ml)",Dove,Treatments,78.46,78.46,100,4.4,25,05/2024,"{'ranking_hair_treatments': 269, 'ranking_hair_care': 978}",
98853,"Luseta Beauty, Biotin & Collagen, Strengthening Oil Treatment, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,193.21,139.11,,4.6,300,01/2020,"{'ranking_collagen,_beauty': 65, 'ranking_hair_oil_&_serum': 72, 'ranking_hair_treatments': 275, 'ranking_beauty_by_ingredient': 490, 'ranking_hair_care': 1003}",
142326,"SheaMoisture, Ultra Moisture & Nourish Oil, Manuka Honey & Mafura Oil, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,81.65,81.65,,4.6,36,05/2024,"{'ranking_hair_treatments': 275, 'ranking_hair_care': 1003}",
108733,"Cantu, Shea Butter, Coconut Oil Shine & Hold Mist, 8 fl oz (237 ml)",Cantu,Treatments,55.97,55.97,100,4.5,692,10/2021,"{'ranking_hair_oil_&_serum': 74, 'ranking_hair_treatments': 280, 'ranking_hair_care': 1022}",
98843,"Luseta Beauty, Keratin Oil, Weightless Smoothing Hair Repair Serum, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,193.21,193.21,,4.6,528,01/2020,"{'ranking_hair_oil_&_serum': 76, 'ranking_hair_treatments': 286, 'ranking_hair_care': 1042}",
108721,"Cantu, Shea Butter, Tea Tree & Jojoba Hair & Scalp Oil, 6 fl oz (180 ml)",Cantu,Treatments,66.84,66.84,,4.3,462,10/2021,"{'ranking_hair_oil_&_serum': 78, 'ranking_hair_treatments': 289, 'ranking_hair_care': 1058}",
129787,"Okay Pure Naturals, Blended Rosemary Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,54.48,54.48,,4.6,79,09/2023,"{'ranking_hair_oil_&_serum': 78, 'ranking_body_&_massage_oils': 250, 'ranking_hair_treatments': 289, 'ranking_body_care': 819, 'ranking_hair_care': 1058}",
108730,"Cantu, Shea Butter, Daily Oil Moisturizer, 13 fl oz (384 ml)",Cantu,Treatments,58.17,58.17,100,4.5,465,08/2021,"{'ranking_hair_oil_&_serum': 82, 'ranking_hair_treatments': 296, 'ranking_hair_care': 1077}",
109684,"Camille Rose, Mint Condition Braid & Scalp Spray, Sea Moss & Aloe Vera, 8 oz (240 ml)",Camille Rose,Treatments,122.05,122.05,,4.4,156,03/2022,"{'ranking_hair_treatments': 304, 'ranking_hair_care': 1104}",
142349,"SheaMoisture, Strengthen & Protect Oil, Manuka Honey & Yogurt, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,81.65,81.65,,4.3,30,05/2024,"{'ranking_hair_oil_&_serum': 84, 'ranking_hair_treatments': 304, 'ranking_hair_care': 1104}",
109288,"Giovanni, 100% Pure Castor Oil, 8.5 fl oz (250 ml)",Giovanni,Treatments,71.8,71.8,100,4.5,235,10/2021,"{'ranking_castor': 41, 'ranking_hair_oil_&_serum': 88, 'ranking_body_&_massage_oils': 263, 'ranking_hair_treatments': 314, 'ranking_body_care': 869}",
124468,"Cantu, Guava & Ginger, Scalp Exfoliating Pre-Poo Treatment, 6 fl oz (180 ml)",Cantu,Treatments,69.75,69.75,100,4.4,129,07/2023,"{'ranking_hair_treatments': 314, 'ranking_hair_care': 1136}",
118745,"Creme Of Nature, Argan Oil From Morocco, Heat Protector Smooth & Shine Polisher, 4 fl oz (118 ml)",Creme Of Nature,Treatments,94.43,61.38,100,4.6,95,04/2023,"{'ranking_argan_oil': 24, 'ranking_hair_oil_&_serum': 88, 'ranking_hair_treatments': 314, 'ranking_beauty_by_ingredient': 558, 'ranking_hair_care': 1136}",
130175,"Okay Pure Naturals, Black Jamaican Castor Oil With Argan, Original Dark, 4 fl oz (118 ml)",Okay Pure Naturals,Treatments,54.75,54.75,,4.7,27,09/2023,"{'ranking_argan_oil': 26, 'ranking_hair_oil_&_serum': 92, 'ranking_hair_treatments': 321, 'ranking_beauty_by_ingredient': 572, 'ranking_hair_care': 1167}",
138627,"L'Oréal, Simply Clean Elastic Fiber Masque, 12 fl oz (355 ml)",L'Oréal,Treatments,130.35,130.35,,4.9,25,02/2024,"{'ranking_hair_treatments': 304, 'ranking_hair_care': 1104}",out of stock
97983,"Kitsch, Scalp Exfoliator, Grey, 1 Exfoliator",Kitsch,Treatments,47.36,47.36,,4.2,9154,03/2020,"{'ranking_hair_treatments': 330, 'ranking_hair_care': 1194}",
124726,"Mielle, Anti-Shedding Gel Hair Masque, Sea Moss Blend, 8 oz (235 ml)",Mielle,Treatments,106.8,106.8,100,4.4,75,07/2023,"{'ranking_sea_moss,_beauty': 4, 'ranking_hair_treatments': 330, 'ranking_beauty_by_ingredient': 588, 'ranking_hair_care': 1194}",
111221,"Luseta Beauty, Biotin & Collagen Hair Mask, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,261.54,261.54,,4.7,169,11/2021,"{'ranking_hair_treatments': 341, 'ranking_hair_care': 1227}",
120667,"SheaMoisture, Scalp Moisture Pre-Wash Masque, Aloe Butter, 4 oz (113 g)",SheaMoisture,Treatments,113.75,113.75,,4.5,90,05/2023,"{'ranking_hair_treatments': 341, 'ranking_hair_care': 1227}",
129791,"Okay Pure Naturals, Blended Shea Butter Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,54.48,54.48,,4.7,21,09/2023,"{'ranking_shea_nut': 2, 'ranking_hair_oil_&_serum': 95, 'ranking_body_&_massage_oils': 282, 'ranking_hair_treatments': 341, 'ranking_body_care': 936}",
142325,"SheaMoisture, Bonding Oil with Amla Oil, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,100.38,100.38,,4.6,19,05/2024,"{'ranking_hair_oil_&_serum': 95, 'ranking_hair_treatments': 341, 'ranking_hair_care': 1227}",
129785,"Okay Pure Naturals, Blended Coconut Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,54.48,39.23,,4.7,14,09/2023,"{'ranking_coconut_skin_care': 35, 'ranking_hair_oil_&_serum': 95, 'ranking_body_&_massage_oils': 282, 'ranking_hair_treatments': 341, 'ranking_beauty_by_ingredient': 604}",
124715,"Mielle, Split End Therapy, Rice Water Collection, 2 fl oz (59 ml)",Mielle,Treatments,95.88,95.88,100,4.5,183,08/2023,"{'ranking_hair_oil_&_serum': 99, 'ranking_hair_treatments': 353, 'ranking_hair_care': 1259}",
111242,"Luseta Beauty, Argan Oil, Hair Repair Serum, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,203.38,203.38,,4.7,135,11/2021,"{'ranking_hair_oil_&_serum': 101, 'ranking_hair_treatments': 359, 'ranking_hair_care': 1289}",
136953,"Luseta Beauty, Rosemary Mint Complex, Hair & Scalp Strengthening Serum, For All Hair & Scalp Types, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,183.04,183.04,,4.6,40,12/2023,"{'ranking_hair_oil_&_serum': 101, 'ranking_hair_treatments': 359, 'ranking_hair_care': 1289}",
134497,"Camille Rose, Rejuva Drops, Come Back, 1.9 fl oz (58 ml)",Camille Rose,Treatments,140.91,140.91,,4.4,37,12/2023,"{'ranking_hair_oil_&_serum': 101, 'ranking_hair_treatments': 359, 'ranking_hair_care': 1289}",
111226,"Luseta Beauty, Tea Tree Oil, Hair & Scalp Treatment With Argan Oil, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,203.37,203.37,,4.7,126,11/2021,"{'ranking_hair_treatments': 368, 'ranking_hair_care': 1336}",
136949,"Luseta Beauty, Rosemary Mint Complex, Hair Mask, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,235.39,235.39,,4.9,16,12/2023,"{'ranking_hair_treatments': 368, 'ranking_hair_care': 1336}",
