product_id,product_name,brand_name,category,list_price,discount_price,sale_in_30days,rating,no_of_reviews,first_available,rankings,stock_alert
109207,"Cantu, Shea Butter, Hydrating Leave-In Conditioning Mist, 8 fl oz (237 ml)",Cantu,Conditioner,70.49,70.49,100,4.5,388,09/2021,"{'ranking_detangler': 15, 'ranking_leave-in_conditioner': 44, 'ranking_conditioner': 213, 'ranking_hair_care': 930}",
122056,"Giovanni, Biotin & Collagen Strengthening Leave-In Conditioner, 8.5 fl oz (250 ml)",Giovanni,Conditioner,71.95,71.95,100,4.5,165,06/2023,"{'ranking_leave-in_conditioner': 45, 'ranking_conditioner': 219, 'ranking_hair_care': 947}",
134509,"Camille Rose, Curl Love, Moisture Milk, 2 oz (59 ml)",Camille Rose,Conditioner,37.05,37.05,200,4.3,110,01/2024,"{'ranking_leave-in_conditioner': 46, 'ranking_conditioner': 221, 'ranking_hair_care': 962}",
124687,"Mielle, Moisture RX, Moisturizing Leave-In Conditioner, Hawaiian Ginger, 12 fl oz (355 ml)",Mielle,Conditioner,95.93,95.93,100,4.3,61,07/2023,"{'ranking_leave-in_conditioner': 46, 'ranking_conditioner': 221, 'ranking_hair_care': 962}",
111243,"Luseta Beauty, Argan Oil Conditioner, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,110.48,88.51,,4.6,209,11/2021,"{'ranking_conditioner': 235, 'ranking_hair_care': 1022}",
125037,"L'Oréal, Elvive, Dream Lengths Curls, Leave-In Cream, 10.2 fl oz (300 ml)",L'Oréal,Conditioner,77.61,77.61,,4.6,73,07/2023,"{'ranking_leave-in_conditioner': 48, 'ranking_conditioner': 235, 'ranking_hair_care': 1022}",
143776,"Dove, Men + Care, 2-in-1 Shampoo + Conditioner, Orange & Sage , 17.5 fl oz (517 ml)",Dove,Conditioner,74.32,66.89,,4.8,8,08/2024,"{""ranking_men's_shampoo"": 10, ""ranking_men's_grooming"": 95, 'ranking_conditioner': 224, 'ranking_shampoo': 295, 'ranking_hair_care': 978}",coming soon
133492,"Dove, Ultra Care, Intensive Repair Conditioner, For Damaged Hair, 20.4 fl oz (603 ml)",Dove,Conditioner,65.03,65.03,,4.4,22,11/2023,"{'ranking_conditioner': 241, 'ranking_shampoo': 310, 'ranking_hair_care': 1042}",
143770,"Dove, Curl Definition & Strength Conditioner, For Curly & Wavy Hair, 12 fl oz (355 ml)",Dove,Conditioner,34.2,30.78,,5,4,08/2024,"{'ranking_conditioner': 241, 'ranking_hair_care': 1042}",
98844,"Luseta Beauty, Conditioner, Tea Tree & Argan Oil, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,110.48,89.22,,4.6,304,01/2020,"{'ranking_conditioner': 246, 'ranking_hair_care': 1058}",
107500,"Dove, Men+Care, 3 Shampoo + Conditioner + Body Wash, SportCare, Endurance with Orange Peel Extract, 20.4 fl oz (603 ml)",Dove,Conditioner,81.74,81.74,,4.7,99,08/2021,"{""ranking_men's_shampoo"": 12, ""ranking_men's_body_wash_&_shower_gel"": 25, ""ranking_men's_grooming"": 116, 'ranking_body_wash_&_shower_gel': 214, 'ranking_conditioner': 246}",
114615,"SheaMoisture, Kids, Leave-In Conditioning Milk with Shea Butter, Thick, Curly Hair, Coconut & Hibiscus, 8 fl oz (237 ml)",SheaMoisture,Conditioner,85.59,85.59,100,4.7,935,06/2022,"{'ranking_baby_conditioners_&_detanglers': 34, 'ranking_leave-in_conditioner': 50, 'ranking_baby_&_kids_bath,_skin,_hair': 160, 'ranking_conditioner': 250, 'ranking_hair_care': 1077}",
125895,"SheaMoisture, Men, Deep Conditioner, Avocado Butter & Manuka Honey , 15 fl oz (444 ml)",SheaMoisture,Conditioner,68.21,68.21,100,4.7,35,07/2023,"{'ranking_conditioner': 250, 'ranking_hair_care': 1077}",
122055,"Giovanni, Biotin & Collagen Strengthening Conditioner, 13.5 fl oz (399 ml)",Giovanni,Conditioner,94.78,94.78,,4.7,103,06/2023,"{'ranking_conditioner': 260, 'ranking_hair_care': 1104}",
121932,"L'Oréal, Elvive, Dream Lengths Curls, Moisture Seal Conditioner, Wavy to Curly Hair, 12.6 fl oz (375 ml)",L'Oréal,Conditioner,55.84,55.84,,4.8,45,06/2023,"{'ranking_conditioner': 260, 'ranking_hair_care': 1104}",
75786,"Giovanni, 2chic, Ultra-Luxurious Conditioner, To Pamper Stressed-Out Hair, Cherry Blossom + Rose Petals, 24 fl oz (710 ml)",Giovanni,Conditioner,143.79,143.79,,4.7,716,07/2017,"{'ranking_conditioner': 268, 'ranking_hair_care': 1136}",
129776,"Okay Pure Naturals, Black Jamaican Castor Oil, Coconut Curls, Leave in Deep Conditioner, 1.25 fl oz (37 ml)",Okay Pure Naturals,Conditioner,21.79,21.79,,4.8,50,09/2023,"{'ranking_leave-in_conditioner': 52, 'ranking_conditioner': 268, 'ranking_hair_care': 1136}",
75785,"Giovanni, 2chic, Ultra-Luxurious Conditioner, To Pamper Stressed-Out Hair, Cherry Blossom + Rose Petals, 8.5 fl oz (250 ml)",Giovanni,Conditioner,71.8,71.8,100,4.6,842,07/2017,"{'ranking_conditioner': 275, 'ranking_hair_care': 1167}",
124681,"Mielle, Nourishing Leave-In Conditioner, Mango & Tulsi, 12 oz (340 g)",Mielle,Conditioner,145.16,145.16,,4.5,42,07/2023,"{'ranking_leave-in_conditioner': 53, 'ranking_conditioner': 275, 'ranking_hair_care': 1167}",
125030,"L'Oréal, EverPure, Purple Conditioner, Hibiscus, 6.8 fl oz (200 ml)",L'Oréal,Conditioner,100.11,100.11,,4.7,47,07/2023,"{'ranking_conditioner': 260, 'ranking_hair_care': 1104}",out of stock
75793,"Giovanni, 2chic, Ultra-Volume Conditioner, For Fine, Limp Hair, Papaya + Tangerine Butter, 24 fl oz (710 ml)",Giovanni,Conditioner,143.79,129.41,100,4.6,2062,08/2017,"{'ranking_conditioner': 282, 'ranking_hair_care': 1194}",
120673,"SheaMoisture, Anti-Dandruff Conditioner, Apple Cider Vinegar, 13 fl oz (384 ml)",SheaMoisture,Conditioner,107.26,107.26,100,4.5,102,05/2023,"{'ranking_conditioner': 282, 'ranking_hair_care': 1194}",
143759,"Dove, Curl Definition & Strength Leave-In Conditioner, For Curly & Wavy Hair, 7.5 fl oz (222 ml)",Dove,Conditioner,64.53,58.08,,4.3,6,08/2024,"{'ranking_leave-in_conditioner': 56, 'ranking_conditioner': 282, 'ranking_hair_care': 1194}",
124455,"Cantu, Flaxseed Smoothing Leave-In or Rinse-Out Conditioner, 13.5 fl oz (400 ml)",Cantu,Conditioner,66.89,66.89,,4.4,25,07/2023,"{'ranking_leave-in_conditioner': 58, 'ranking_conditioner': 290, 'ranking_hair_care': 1227}",
120671,"SheaMoisture, Scalp Moisture Conditioner, Aloe Butter, 13 fl oz (384 ml)",SheaMoisture,Conditioner,107.26,107.26,,4.5,113,05/2023,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",
124724,"Mielle, Anti-Shedding Conditioner, Sea Moss Blend, 8 fl oz (236.6 ml)",Mielle,Conditioner,106.8,106.8,,4.6,67,07/2023,"{'ranking_sea_moss,_beauty': 5, 'ranking_conditioner': 303, 'ranking_beauty_by_ingredient': 643, 'ranking_hair_care': 1289}",
124465,"Cantu, Guava Scalp Relief Conditioner, For Natural Curls, Coils & Waves , 13.5 fl oz (400 ml)",Cantu,Conditioner,66.89,66.89,,4.8,41,07/2023,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",
124685,"Mielle, Moisture RX, Moisturizing And Anti-Breakage Conditioner, Hawaiian Ginger, 12 fl oz (355 ml)",Mielle,Conditioner,95.93,95.93,,4.5,27,07/2023,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",
125033,"L'Oréal, Ever Pure, Volume Conditioner, Lotus, 8.5 fl oz (250 ml)",L'Oréal,Conditioner,100.12,100.12,,4.9,22,07/2023,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",
143769,"Dove, Nourish & Clarify Conditioner, 12 fl oz (355 ml)",Dove,Conditioner,34.2,30.78,,4.5,2,08/2024,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",
121373,"Mielle, Anti-Frizz Slip & Seal Leave-In Conditioner, Avocado & Tamanu , 8 fl oz (237 ml)",Mielle,Conditioner,124.96,124.96,,4.5,186,05/2023,"{'ranking_leave-in_conditioner': 62, 'ranking_conditioner': 315, 'ranking_hair_care': 1336}",
121374,"Mielle, Anti-Frizz Conditioner, Avocado & Tamanu, 12 fl oz (355 ml)",Mielle,Conditioner,124.97,124.97,,4.6,99,05/2023,"{'ranking_conditioner': 315, 'ranking_hair_care': 1336}",
138629,"L'Oréal, Elvive, Total Repair 5, Repairing Conditioner, Damaged Hair, 25.4 fl oz (750 ml)",L'Oréal,Conditioner,86.7,86.7,,4.9,22,01/2024,"{'ranking_conditioner': 315, 'ranking_hair_care': 1336}",
143790,"SheaMoisture, Bond Repair Conditioner, Alma Oil , 13 fl oz (384 ml)",SheaMoisture,Conditioner,94.34,84.91,,4.7,7,08/2024,"{'ranking_conditioner': 315, 'ranking_hair_care': 1336}",
121940,"L'Oréal, Ever Pure, Moisture Conditioner with Rosemary, 8.5 fl oz (250 ml)",L'Oréal,Conditioner,100.12,100.12,,4.5,57,06/2023,"{'ranking_conditioner': 303, 'ranking_hair_care': 1289}",out of stock
108744,"Cantu, Shea Butter, Smoothing Leave-In Conditioning Lotion, 10 oz (284 g)",Cantu,Conditioner,70.5,55.88,,4.5,505,08/2021,"{'ranking_leave-in_conditioner': 66, 'ranking_conditioner': 326, 'ranking_hair_care': 1377}",
125034,"L'Oréal, EverStrong, Thickening Conditioner, Rosemary Leaf, 8.5 fl oz (250 ml)",L'Oréal,Conditioner,100.12,100.12,,4.9,38,07/2023,"{'ranking_conditioner': 326, 'ranking_hair_care': 1377}",
143760,"Dove, Protective Conditioner,  Color Care , 13.5 fl oz (400 ml)",Dove,Conditioner,64.56,58.1,,5,1,08/2024,"{'ranking_conditioner': 326, 'ranking_hair_care': 1377}",
98854,"Luseta Beauty, Color Brightening, Purple Conditioner, For Blonde & Gray Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,131.25,131.25,,4.5,353,01/2020,"{'ranking_conditioner': 340, 'ranking_hair_care': 1426}",
124844,"Creme Of Nature, Ultra-Moisturizing Conditioner, For Dehydrated Hair, Mango & Shea Butter , 12 fl oz (354 ml)",Creme Of Nature,Conditioner,50.18,50.18,,4.7,35,07/2023,"{'ranking_conditioner': 340, 'ranking_hair_care': 1426}",
143788,"SheaMoisture, Bond Repair Leave-In Conditioner, Amla Oil, 11 oz (311 g)",SheaMoisture,Conditioner,100.72,90.65,100,5,4,08/2024,"{'ranking_leave-in_conditioner': 69, 'ranking_conditioner': 340, 'ranking_hair_care': 1426}",
133491,"Dove, Ultra Care, Daily Moisture Conditioner, For Dry Hair, 20.4 fl oz (603 ml)",Dove,Conditioner,65.03,65.03,,4.5,4,11/2023,"{'ranking_conditioner': 340, 'ranking_hair_care': 1426}",
124688,"Mielle, Moisture RX, Moisturizing Overnight Conditioner, Hawaiian Ginger, 12 oz (340 g)",Mielle,Conditioner,95.93,95.93,,4.5,122,07/2023,"{'ranking_leave-in_conditioner': 71, 'ranking_conditioner': 356, 'ranking_hair_care': 1480}",
124717,"Mielle, Deep Conditioner, Rice Water & Aloe Vera Blend, 8 oz (227 g)",Mielle,Conditioner,95.91,95.91,,4.7,28,07/2023,"{'ranking_conditioner': 356, 'ranking_hair_care': 1480}",
134514,"Camille Rose, Jansyn's Moisture Max Conditioner, Coconut Milk & Aloe Vera, 8 oz (226.8 g)",Camille Rose,Conditioner,143.11,143.11,,5,6,03/2024,"{'ranking_conditioner': 356, 'ranking_hair_care': 1480}",
92501,"Dove, Oxygen Moisture Conditioner, For Fine Hair, 12 fl oz (355 ml)",Dove,Conditioner,38.99,38.99,,4.7,245,02/2020,"{'ranking_conditioner': 367, 'ranking_hair_care': 1532}",
114558,"Giovanni, 2chic, Ultra Shine Conditioner, For All Hair Types, Tsubaki +White Tea, 8.5 fl oz (250 ml)",Giovanni,Conditioner,71.8,71.8,,4.7,139,07/2022,"{'ranking_conditioner': 367, 'ranking_hair_care': 1532}",
121936,"L'Oréal, Elvive, Hyaluron + Pump, 72H Hydrating Conditioner, Dry, Dehydrated Hair, 12.6 fl oz (375 ml)",L'Oréal,Conditioner,55.84,55.84,100,4.6,116,06/2023,"{'ranking_conditioner': 367, 'ranking_hair_care': 1532}",
136945,"Luseta Beauty, Glossy Pearl Conditioner , 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,104.67,104.67,,4.6,22,12/2023,"{'ranking_conditioner': 367, 'ranking_hair_care': 1532}",
129804,"Okay Pure Naturals, Shampoo, Conditioner & Treatment, 3-in-1 Hair & Beard, For Men, 16 oz (473 ml)",Okay Pure Naturals,Conditioner,101.76,101.76,,4.2,12,09/2023,"{""ranking_men's_shampoo"": 20, 'ranking_beard_care': 22, 'ranking_shaving_&_beard_care': 51, 'ranking_shaving_&_hair_removal': 68, ""ranking_men's_grooming"": 184}",
130199,"Okay Pure Naturals, Men Professional 2-in-1 Shampoo & Conditioner, 8 oz (237 ml)",Okay Pure Naturals,Conditioner,72.67,72.67,,4.7,3,10/2023,"{""ranking_men's_shampoo"": 20, ""ranking_men's_grooming"": 184, 'ranking_conditioner': 367, 'ranking_shampoo': 447, 'ranking_hair_care': 1532}",
142296,"Dove, Scalp + Hair Therapy, Hydrating Conditioner, 9.25 fl oz (273 ml)",Dove,Conditioner,78.63,70.77,,5,2,08/2024,"{'ranking_conditioner': 367, 'ranking_hair_care': 1532}",
96211,"Okay Pure Naturals, Black Jamaican Castor Oil, Conditioner, 12 fl oz (355 ml)",Okay Pure Naturals,Conditioner,87.22,87.22,,4.5,218,11/2019,"{'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
114557,"Giovanni, 2chic, Ultra Shine Leave-In Conditioning & Styling Elixir, For All Hair Types, Tsubaki +White Tea, 4 fl oz (118 ml)",Giovanni,Conditioner,71.78,71.78,,4.7,177,07/2022,"{'ranking_leave-in_conditioner': 78, 'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
136944,"Luseta Beauty, Tangle Free Conditioner, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,104.67,85.32,,4.9,16,12/2023,"{'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
134511,"Camille Rose, Strengthening Leave-In Conditioner, Rosemary Oil, 8 fl oz (236 ml)",Camille Rose,Conditioner,125.69,125.69,,4.3,18,12/2023,"{'ranking_leave-in_conditioner': 78, 'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
142297,"Dove, Scalp + Hair Therapy, Strengthening Conditioner, 9.25 fl oz (273 ml)",Dove,Conditioner,78.63,70.77,,4.5,2,08/2024,"{'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
143762,"Dove, Protective Deep Conditioner, Silky Smooth, 13.5 fl oz (400 ml)",Dove,Conditioner,64.56,58.1,,4,1,08/2024,"{'ranking_conditioner': 386, 'ranking_hair_care': 1611}",
118741,"Creme Of Nature, Argan Oil Intensive Conditioning Treatment , 12 fl oz (354 ml)",Creme Of Nature,Conditioner,65.43,56.78,,4.6,34,04/2023,"{'ranking_conditioner': 402, 'ranking_hair_care': 1675}",
121934,"L'Oréal, Elvive, Dream Lengths, Super Detangler Conditioner, 12.6 fl oz (375 ml)",L'Oréal,Conditioner,55.84,55.84,,4.7,29,06/2023,"{'ranking_conditioner': 386, 'ranking_hair_care': 1611}",out of stock
142305,"Dove, Love Those Bold Curls, Moisture-Rich Leave-In Cream, 7.5 fl oz (222 ml)",Dove,Conditioner,56.54,56.54,,4.5,21,05/2024,"{'ranking_leave-in_conditioner': 82, 'ranking_conditioner': 402, 'ranking_hair_care': 1675}",
103831,"Giovanni, 2chic, Clarifying & Calming, Deep Conditioning Hair Mask, Dry, Normal or Oily Hair, Wintergreen + Blue Tansy, 1.75 fl oz (51.75 ml)",Giovanni,Conditioner,26.01,26.01,,4.6,547,01/2021,"{'ranking_conditioner': 402, 'ranking_hair_treatments': 437, 'ranking_hair_care': 1675}",out of stock
111244,"Luseta Beauty, Argan Oil Leave-In Conditioner, 8.5 fl oz (251 ml)",Luseta Beauty,Conditioner,131.2,131.2,,4.6,264,11/2021,"{'ranking_leave-in_conditioner': 82, 'ranking_conditioner': 402, 'ranking_hair_care': 1675}",out of stock
118742,"Creme Of Nature, Argan Oil, Strength & Shine Leave-In Conditioner, 8.4 fl oz (250 ml)",Creme Of Nature,Conditioner,65.41,51.66,,4.5,63,04/2023,"{'ranking_leave-in_conditioner': 87, 'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
124855,"Creme Of Nature, Pure Honey, Knot Away Leave-In Detangler, 8 fl oz (236.5 ml)",Creme Of Nature,Conditioner,64.68,64.68,,4.4,47,07/2023,"{'ranking_detangler': 25, 'ranking_leave-in_conditioner': 87, 'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
124445,"Cantu, Revitalizing Conditioner, Acai Berry , 13.5 fl oz (400 ml)",Cantu,Conditioner,66.89,66.89,,4.7,35,07/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
124849,"Creme Of Nature, Pure Honey, Moisturizing Dry Defense Conditioner, For Dry, Dehydrated Hair, 12 fl oz (355 ml)",Creme Of Nature,Conditioner,64.7,64.7,,4.4,30,07/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
134500,"Camille Rose, Black Castor Oil + Chebe, Deep Conditioner, 8 oz (240 ml)",Camille Rose,Conditioner,145.29,130.76,,4.5,25,11/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
122801,"Dove, Men+Care, 2 in 1, Shampoo + Conditioner, Youthfull Revitalize, 12 fl oz (355 ml)",Dove,Conditioner,55.7,55.7,,4.8,19,06/2023,"{""ranking_men's_shampoo"": 25, ""ranking_men's_grooming"": 208, 'ranking_conditioner': 420, 'ranking_shampoo': 509, 'ranking_hair_care': 1745}",
124680,"Mielle, Nourishing Conditioner, Mango & Tulsi, 12 fl oz (355 ml)",Mielle,Conditioner,145.16,145.16,,4.4,19,07/2023,"{'ranking_conditioner': 420, 'ranking_hair_treatments': 450, 'ranking_hair_care': 1745}",
130166,"Okay Pure Naturals, Deep Moisturizing Leave in Conditioner, Coconut Hibiscus, 8 fl oz (237 ml)",Okay Pure Naturals,Conditioner,79.93,79.93,,4.5,13,10/2023,"{'ranking_leave-in_conditioner': 87, 'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
129780,"Okay Pure Naturals, Conditioner, Coconut Hibiscus, 12 fl oz (355 ml)",Okay Pure Naturals,Conditioner,79.95,79.95,,4.9,10,09/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
125897,"SheaMoisture, Men, Lightweight Conditioner, Coconut Oil & Maca Root, 15 fl oz (444 ml)",SheaMoisture,Conditioner,68.2,68.2,,4.3,10,07/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
133490,"Dove, Ultra Care, Coconut & Hydration Conditioner, For Dry Hair, 20.4 fl oz (603 ml)",Dove,Conditioner,65.03,65.03,,4.4,5,11/2023,"{'ranking_conditioner': 420, 'ranking_hair_care': 1745}",
124845,"Creme Of Nature, Ultra-Moisturizing Leave-In Conditioner, Mango & Shea Butter, 8.45 fl oz (250 ml)",Creme Of Nature,Conditioner,45.8,45.8,,4.4,57,07/2023,"{'ranking_leave-in_conditioner': 93, 'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
124491,"Cantu, TXTR, Hydrating Conditioner, Leave-In + Rinse Out, 16 fl oz (473 ml)",Cantu,Conditioner,97.4,97.4,,4.3,21,07/2023,"{'ranking_leave-in_conditioner': 93, 'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
134512,"Camille Rose, Coconut Water, Curl Conditioner, 12 oz (354 ml)",Camille Rose,Conditioner,154.75,154.75,,4.7,14,11/2023,"{'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
129800,"Okay Pure Naturals, Henna, Natural Hair Conditioner, Neutral, 2 oz (56.7 g)",Okay Pure Naturals,Conditioner,72.64,72.64,,4.4,12,10/2023,"{'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
134529,"Camille Rose, Strength, Restorative Deep Conditioner, Ucuuba & Ghee Butter, 8 oz (240 ml)",Camille Rose,Conditioner,143.11,143.11,,4.4,8,01/2024,"{'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
142302,"Dove, Love Your Lasting Length, Strengthening Conditioner, 13.5 fl oz (400 ml)",Dove,Conditioner,64.57,64.57,,4.5,6,05/2024,"{'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
130165,"Okay Pure Naturals, Black Jamaican Castor Oil, Conditioner, Lavender, 12 fl oz (355 ml)",Okay Pure Naturals,Conditioner,87.21,67.54,,4.2,5,10/2023,"{'ranking_leave-in_conditioner': 93, 'ranking_conditioner': 447, 'ranking_hair_care': 1830}",
114603,"Dove, Conditioner for Damaged Hair, 25.4 fl oz (750 ml)",Dove,Conditioner,79.3,79.3,,4.5,81,09/2022,"{'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
124871,"Creme Of Nature, Pure Honey, Hair Food, Damage Prevention Leave-In Treatment, 8 fl oz (236.5 ml)",Creme Of Nature,Conditioner,68.31,68.31,,4.7,44,08/2023,"{'ranking_leave-in_conditioner': 98, 'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
135787,"Camille Rose, Coconut Water, Hydrating Elixir, 8 oz (240 ml)",Camille Rose,Conditioner,101.72,101.72,,4.6,18,11/2023,"{'ranking_leave-in_conditioner': 98, 'ranking_hair_styling': 209, 'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
129778,"Okay Pure Naturals, Black Jamaican Castor Oil, Leave in Conditioner, Lavender, 8 fl oz (237 ml)",Okay Pure Naturals,Conditioner,87.19,87.19,,4.4,17,09/2023,"{'ranking_leave-in_conditioner': 98, 'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
124697,"Mielle, Soothing Conditioner, Oats & Honey Blend, 8 fl oz (237 ml)",Mielle,Conditioner,95.9,95.9,,4.9,12,07/2023,"{'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
142301,"Dove, Love Your Waves, Moisturizing Conditioner, 13.5 fl oz (400 ml)",Dove,Conditioner,64.56,64.56,,5,3,05/2024,"{'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
142656,"Kitsch, Solid Conditioner & Shave Bar, Ultra Sensitive, Fragrance Free, 2.7 oz (77 g)",Kitsch,Conditioner,110.51,110.51,,5,3,06/2024,"{'ranking_leave-in_conditioner': 98, 'ranking_conditioner': 479, 'ranking_hair_care': 1924}",
111235,"Luseta Beauty, Conditioner, Coconut Milk, For Normal & Dry Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,110.48,110.48,,4.7,150,11/2021,"{'ranking_conditioner': 479, 'ranking_hair_care': 1924}",out of stock
124460,"Cantu, Grapeseed Strengthening Repair Leave-In,  Dry Brittle Hair, 12 oz (340 g)",Cantu,Conditioner,66.88,66.88,,4.6,37,07/2023,"{'ranking_leave-in_conditioner': 108, 'ranking_conditioner': 512}",
124457,"Cantu, Grapeseed Strengthening Conditioner, 13.5 fl oz (400 ml)",Cantu,Conditioner,66.89,66.89,,4.7,35,07/2023,{'ranking_conditioner': 512},
134530,"Camille Rose, Grace, Refreshing Moisture Mist, Gardenia & Camellia Flower, 8 oz (240 ml)",Camille Rose,Conditioner,122.05,122.05,,4.8,24,12/2023,"{'ranking_leave-in_conditioner': 108, 'ranking_conditioner': 512}",
130200,"Okay Pure Naturals, Men Professional, 3-in-1 Men Shampoo Conditioner & Treatment, 8 oz (237 ml)",Okay Pure Naturals,Conditioner,87.2,87.2,,4.5,19,10/2023,"{""ranking_men's_shampoo"": 34, ""ranking_men's_grooming"": 239, 'ranking_conditioner': 512, 'ranking_shampoo': 581}",
124824,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Creamy Hydration Co-Wash Cleansing Conditioner, 12 fl oz (354 ml)",Creme Of Nature,Conditioner,82.85,82.85,,4.3,15,07/2023,{'ranking_conditioner': 512},
129774,"Okay Pure Naturals, Black Jamaican Castor Oil, Coconut Curls, Conditioner, 12 fl oz (355 ml)",Okay Pure Naturals,Conditioner,87.21,87.21,,4.9,7,09/2023,{'ranking_conditioner': 512},
129775,"Okay Pure Naturals, Black Jamaican Castor Oil, Coconut Curls, Leave in Conditioner, 8 fl oz (237 ml)",Okay Pure Naturals,Conditioner,87.19,87.19,,4.9,7,09/2023,"{'ranking_leave-in_conditioner': 108, 'ranking_conditioner': 512}",
111228,"Luseta Beauty, Tea Tree & Argan Oil, Leave-In Conditioner, For Damaged & Oily Hair, 8.5 fl oz (251 ml)",Luseta Beauty,Conditioner,131.2,64.23,,4.5,148,11/2021,"{'ranking_leave-in_conditioner': 118, 'ranking_conditioner': 541}",
124874,"Creme Of Nature, Argan Oil From Morocco, Plex Breakage Defense, Restoring Conditioner, 12 fl oz (354 ml)",Creme Of Nature,Conditioner,69.06,57.68,,4.6,7,08/2023,{'ranking_conditioner': 541},
111249,"Luseta Beauty, Jamaican Black Castor Oil Conditioner, For Thin & Dry Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Conditioner,110.48,89.22,,4.6,185,11/2021,{'ranking_conditioner': 568},
125036,"L'Oréal, Elvive, Total Repair 5, Protein Recharge Leave-In Conditioner, Damaged Hair, 5.1 fl oz (150 ml)",L'Oréal,Conditioner,81.36,81.36,,4.4,42,07/2023,"{'ranking_leave-in_conditioner': 121, 'ranking_conditioner': 568}",
111231,"Luseta Beauty, Curl Enhancing Leave-In Cream, 6.8 fl oz (200 ml)",Luseta Beauty,Conditioner,131.19,85.27,,4.6,40,11/2021,"{'ranking_hair_cream': 107, 'ranking_leave-in_conditioner': 121, 'ranking_hair_styling': 269, 'ranking_conditioner': 568}",
124840,"Creme Of Nature, Curl Repair Leave-In, Coconut Milk, 11.5 oz (326 g)",Creme Of Nature,Conditioner,61.07,61.07,,4.6,34,07/2023,"{'ranking_leave-in_conditioner': 121, 'ranking_conditioner': 568}",
124841,"Creme Of Nature, Detangling & Conditioning Conditioner, Coconut Milk, 12 fl oz (354 ml)",Creme Of Nature,Conditioner,50.18,50.18,,4.6,18,07/2023,{'ranking_conditioner': 568},
124826,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Intensive Conditioning Treatment, 20 fl oz (591 ml)",Creme Of Nature,Conditioner,105.41,105.41,,4.6,16,07/2023,{'ranking_conditioner': 568},
124867,"Creme Of Nature, Butter Blend & Flaxseed, Double Duty, Detangle & Slip Rinse-Out & Leave-In Conditioner, 12 fl oz (355 ml)",Creme Of Nature,Conditioner,82.86,82.86,,4.4,12,08/2023,"{'ranking_leave-in_conditioner': 121, 'ranking_conditioner': 568}",
134507,"Camille Rose, Fresh Honey Nectar, Deep Conditioning Treatment, 12 fl oz (355 ml)",Camille Rose,Conditioner,153.3,110.38,,4.4,10,01/2024,{'ranking_conditioner': 568},
143761,"Dove, Ultra-Light Conditioner, Gorgeous Grays , 13.5 fl oz (400 ml)",Dove,Conditioner,64.56,58.1,,5,1,08/2024,{'ranking_conditioner': 568},
92463,"Dove, Intensive Repair Conditioner, For Damaged Hair, 12 fl oz (355 ml)",Dove,Conditioner,38.99,38.99,,4.7,331,01/2020,{'ranking_conditioner': 568},out of stock
