product_id,product_name,brand_name,category,volume_in_ml,list_price,discount_price,price_per_ml,discount%,sale_in_30days,sales_revenue,rating,no_of_reviews,first_available,stock_alert,ranking_shampoo,ranking_conditioner,ranking_hair_treatments,ranking_hair_styling
109668,"Camille Rose, Honey Hydrate, The Leave-In Collection, No. 3, 9 fl oz (266 ml)",Camille Rose,Treatments,266.0,122.06,122.06,0.46,0.0,100,12206.0,4.4,422,2021-09-01,in stock,,,225,
108726,"Cantu, Shea Butter, Grow Strong Strengthening Treatment, 6 oz (173 g)",Cantu,Treatments,178.29545454545453,52.32,52.32,0.29,0.0,100,5232.0,4.5,977,2021-10-01,in stock,,,229,
142646,"Kitsch, Strengthening Solid Treatment Bar, Bond Repair, Bamboo Flower & Ylang Ylang, 2.7 oz (77 g)",Kitsch,Treatments,80.23295454545455,149.98,149.98,1.87,0.0,100,14998.0,4.7,12,2024-06-01,in stock,,,232,
129772,"Okay Pure Naturals, Black Jamaican Castor Oil, Leave in Deep Conditioner, 1.25 fl oz (37 ml)",Okay Pure Naturals,Treatments,37.0,21.79,15.69,0.42,27.99,100,1569.0,4.6,46,2023-09-01,in stock,,,234,
119074,"Cantu, Strengthening, Biotin-Infused Hair & Scalp Oil, With Tea Tree, Peppermint & Avocado, 2 fl oz (59 ml)",Cantu,Treatments,59.0,66.82,66.82,1.13,0.0,100,6682.0,4.4,130,2023-04-01,in stock,,,240,
134504,"Camille Rose, Rosemary Oil, Strengthening Hair & Scalp Drops , 1.9 fl oz (56 ml)",Camille Rose,Treatments,56.0,125.65,125.65,2.24,0.0,200,25130.0,4.6,80,2023-12-01,in stock,,,240,
120668,"SheaMoisture, Scalp Moisture Cream, Aloe Butter, 4 fl oz (118 ml)",SheaMoisture,Treatments,118.0,113.75,113.75,0.96,0.0,0,0.0,4.6,105,2023-05-01,in stock,,,266,
142300,"Dove, Scalp + Hair Therapy, Root Lift Thickening Spray, 5 fl oz (147 ml)",Dove,Treatments,147.0,78.46,78.46,0.53,0.0,100,7846.0,4.4,25,2024-05-01,in stock,,,269,
98853,"Luseta Beauty, Biotin & Collagen, Strengthening Oil Treatment, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,193.21,139.11,1.39,28.0,0,0.0,4.6,300,2020-01-01,in stock,,,275,
142326,"SheaMoisture, Ultra Moisture & Nourish Oil, Manuka Honey & Mafura Oil, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,97.0,81.65,81.65,0.84,0.0,0,0.0,4.6,36,2024-05-01,in stock,,,275,
108733,"Cantu, Shea Butter, Coconut Oil Shine & Hold Mist, 8 fl oz (237 ml)",Cantu,Treatments,237.0,55.97,55.97,0.24,0.0,100,5597.0,4.5,692,2021-10-01,in stock,,,280,
98843,"Luseta Beauty, Keratin Oil, Weightless Smoothing Hair Repair Serum, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,193.21,193.21,1.93,0.0,0,0.0,4.6,528,2020-01-01,in stock,,,286,
108721,"Cantu, Shea Butter, Tea Tree & Jojoba Hair & Scalp Oil, 6 fl oz (180 ml)",Cantu,Treatments,180.0,66.84,66.84,0.37,0.0,0,0.0,4.3,462,2021-10-01,in stock,,,289,
129787,"Okay Pure Naturals, Blended Rosemary Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,59.0,54.48,54.48,0.92,0.0,0,0.0,4.6,79,2023-09-01,in stock,,,289,
108730,"Cantu, Shea Butter, Daily Oil Moisturizer, 13 fl oz (384 ml)",Cantu,Treatments,384.0,58.17,58.17,0.15,0.0,100,5817.0,4.5,465,2021-08-01,in stock,,,296,
109684,"Camille Rose, Mint Condition Braid & Scalp Spray, Sea Moss & Aloe Vera, 8 oz (240 ml)",Camille Rose,Treatments,240.0,122.05,122.05,0.51,0.0,0,0.0,4.4,156,2022-03-01,in stock,,,304,
142349,"SheaMoisture, Strengthen & Protect Oil, Manuka Honey & Yogurt, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,97.0,81.65,81.65,0.84,0.0,0,0.0,4.3,30,2024-05-01,in stock,,,304,
109288,"Giovanni, 100% Pure Castor Oil, 8.5 fl oz (250 ml)",Giovanni,Treatments,250.0,71.8,71.8,0.29,0.0,100,7180.0,4.5,235,2021-10-01,in stock,,,314,
124468,"Cantu, Guava & Ginger, Scalp Exfoliating Pre-Poo Treatment, 6 fl oz (180 ml)",Cantu,Treatments,180.0,69.75,69.75,0.39,0.0,100,6975.0,4.4,129,2023-07-01,in stock,,,314,
118745,"Creme Of Nature, Argan Oil From Morocco, Heat Protector Smooth & Shine Polisher, 4 fl oz (118 ml)",Creme Of Nature,Treatments,118.0,94.43,61.38,0.52,35.0,100,6138.0,4.6,95,2023-04-01,in stock,,,314,
130175,"Okay Pure Naturals, Black Jamaican Castor Oil With Argan, Original Dark, 4 fl oz (118 ml)",Okay Pure Naturals,Treatments,118.0,54.75,54.75,0.46,0.0,0,0.0,4.7,27,2023-09-01,in stock,,,321,
138627,"L'Oréal, Simply Clean Elastic Fiber Masque, 12 fl oz (355 ml)",L'Oréal,Treatments,355.0,130.35,130.35,0.37,0.0,0,0.0,4.9,25,2024-02-01,out of stock,,,304,
124726,"Mielle, Anti-Shedding Gel Hair Masque, Sea Moss Blend, 8 oz (235 ml)",Mielle,Treatments,235.0,106.8,106.8,0.45,0.0,100,10680.0,4.4,75,2023-07-01,in stock,,,330,
111221,"Luseta Beauty, Biotin & Collagen Hair Mask, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,261.54,261.54,0.52,0.0,0,0.0,4.7,169,2021-11-01,in stock,,,341,
120667,"SheaMoisture, Scalp Moisture Pre-Wash Masque, Aloe Butter, 4 oz (113 g)",SheaMoisture,Treatments,118.86363636363636,113.75,113.75,0.96,0.0,0,0.0,4.5,90,2023-05-01,in stock,,,341,
129791,"Okay Pure Naturals, Blended Shea Butter Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,59.0,54.48,54.48,0.92,0.0,0,0.0,4.7,21,2023-09-01,in stock,,,341,
142325,"SheaMoisture, Bonding Oil with Amla Oil, 3.3 fl oz (97 ml)",SheaMoisture,Treatments,97.0,100.38,100.38,1.03,0.0,0,0.0,4.6,19,2024-05-01,in stock,,,341,
129785,"Okay Pure Naturals, Blended Coconut Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,59.0,54.48,39.23,0.66,27.99,0,0.0,4.7,14,2023-09-01,in stock,,,341,
124715,"Mielle, Split End Therapy, Rice Water Collection, 2 fl oz (59 ml)",Mielle,Treatments,59.0,95.88,95.88,1.63,0.0,100,9588.0,4.5,183,2023-08-01,in stock,,,353,
111242,"Luseta Beauty, Argan Oil, Hair Repair Serum, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,203.38,203.38,2.03,0.0,0,0.0,4.7,135,2021-11-01,in stock,,,359,
136953,"Luseta Beauty, Rosemary Mint Complex, Hair & Scalp Strengthening Serum, For All Hair & Scalp Types, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,183.04,183.04,1.83,0.0,0,0.0,4.6,40,2023-12-01,in stock,,,359,
134497,"Camille Rose, Rejuva Drops, Come Back, 1.9 fl oz (58 ml)",Camille Rose,Treatments,58.0,140.91,140.91,2.43,0.0,0,0.0,4.4,37,2023-12-01,in stock,,,359,
111226,"Luseta Beauty, Tea Tree Oil, Hair & Scalp Treatment With Argan Oil, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,203.37,203.37,2.03,0.0,0,0.0,4.7,126,2021-11-01,in stock,,,368,
136949,"Luseta Beauty, Rosemary Mint Complex, Hair Mask, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,235.39,235.39,0.47,0.0,0,0.0,4.9,16,2023-12-01,in stock,,,368,
111245,"Luseta Beauty, Argan Oil Hair Mask, For Damaged & Dry Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,261.53,261.53,0.52,0.0,0,0.0,4.6,61,2022-02-01,in stock,,,374,
136952,"Luseta Beauty, Glossy Pearl, Hair Shining Serum, For All Hair Types, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,183.04,183.04,1.83,0.0,0,0.0,5.0,10,2023-12-01,in stock,,,374,
121378,"Cantu, Protective Styles by Angela, Daily Oil Drops, 2 fl oz (59 ml)",Cantu,Treatments,59.0,78.44,50.99,0.86,34.99,0,0.0,4.1,15,2023-05-01,in stock,,,383,
111223,"Luseta Beauty, Color Brightening Hair Mask, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,305.11,305.11,0.61,0.0,0,0.0,4.5,119,2021-11-01,in stock,,,393,
136951,"Luseta Beauty, Biotin & B-Complex, Hair Thickening Serum, For Thin & Dry Hair, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,183.04,183.04,1.83,0.0,0,0.0,4.5,28,2023-12-01,in stock,,,393,
129801,"Okay Pure Naturals, Black Jamaican Castor Oil, Hot Oil Treatment, 6 oz (177 ml)",Okay Pure Naturals,Treatments,177.0,94.44,68.0,0.38,28.0,0,0.0,4.8,9,2023-09-01,in stock,,,393,
124470,"Cantu, Guava & Ginger, Scalp Nourishing Treatment Serum, 4 fl oz (118 ml)",Cantu,Treatments,118.0,69.74,69.74,0.59,0.0,0,0.0,4.6,67,2023-07-01,in stock,,,409,
134515,"Camille Rose, Strengthening Hair + Scalp Cleaner, Rosemary Oil, 8.5 fl oz (251 ml)",Camille Rose,Treatments,251.0,125.69,125.69,0.5,0.0,0,0.0,4.5,10,2023-12-01,in stock,,,409,
130195,"Okay Pure Naturals, Coconut Hot Oil Treatment, Deep Moisturizing, 6 oz (177 ml)",Okay Pure Naturals,Treatments,177.0,94.44,68.0,0.38,28.0,0,0.0,4.8,4,2023-09-01,in stock,,,409,
129784,"Okay Pure Naturals, Black Jamaican Castor Oil, Original Dark, 4 fl oz (118 ml)",Okay Pure Naturals,Treatments,118.0,54.75,54.75,0.46,0.0,0,0.0,4.7,38,2023-09-01,out of stock,,,393,
100208,"Okay Pure Naturals, All Natural Coconut Oil, Deep Moisturizing, 6 oz (177 ml)",Okay Pure Naturals,Treatments,177.0,87.18,87.18,0.49,0.0,0,0.0,4.6,60,2020-06-01,in stock,,,423,
124463,"Cantu, Grapeseed Strengthening Treatment Masque, 12 oz (340 g)",Cantu,Treatments,356.59090909090907,96.65,96.65,0.27,0.0,0,0.0,4.6,29,2023-07-01,in stock,,,423,
129789,"Okay Pure Naturals, Blended Castor Oil, 2 fl oz (59 ml)",Okay Pure Naturals,Treatments,59.0,54.48,54.48,0.92,0.0,0,0.0,4.5,11,2023-09-01,in stock,,,423,
111241,"Luseta Beauty, Biotin B-Complex, Hair Mask, Thin & Weakened Hair, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,261.54,261.54,0.52,0.0,0,0.0,4.5,132,2021-11-01,in stock,,,437,
111248,"Luseta Beauty, Jamaican Black Castor Oil, Intensive Hair Serum, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,203.38,122.02,1.22,40.0,0,0.0,4.4,102,2021-11-01,in stock,,,437,
124714,"Mielle, Rice Water Collection, Shine Mist, 4 fl oz (118 ml)",Mielle,Treatments,118.0,95.89,95.89,0.81,0.0,0,0.0,4.4,58,2023-07-01,in stock,,,437,
124817,"Creme Of Nature, Acai Berry & Keratin, Strengthening Hair Masque, 12 fl oz (354 ml)",Creme Of Nature,Treatments,354.0,50.18,50.18,0.14,0.0,0,0.0,4.6,25,2023-08-01,in stock,,,437,
137611,"Okay Pure Naturals, Argan Hot Oil Treatment, 6 oz (177 ml)",Okay Pure Naturals,Treatments,177.0,94.44,94.44,0.53,0.0,0,0.0,4.8,14,2024-01-01,in stock,,,437,
103831,"Giovanni, 2chic, Clarifying & Calming, Deep Conditioning Hair Mask, Dry, Normal or Oily Hair, Wintergreen + Blue Tansy, 1.75 fl oz (51.75 ml)",Giovanni,Treatments,51.75,26.01,26.01,0.5,0.0,0,0.0,4.6,547,2021-01-01,out of stock,,402,437,
111227,"Luseta Beauty, Tea Tree & Argan Oil Hair Mask, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,261.54,172.35,0.34,34.1,0,0.0,4.7,94,2021-11-01,in stock,,,450,
119073,"Cantu, Avocado Hydrating Hair Milk, 12 fl oz (355 ml)",Cantu,Treatments,355.0,87.22,68.73,0.19,21.2,0,0.0,4.7,56,2023-04-01,in stock,,,450,
129786,"Okay Pure Naturals, Blended Jojoba Oil, 2 fl oz (50 ml)",Okay Pure Naturals,Treatments,50.0,54.48,54.48,1.09,0.0,0,0.0,4.4,39,2023-09-01,in stock,,,450,
134502,"Camille Rose, Invigorating Scalp Treatment Shampoo, Black Castor Oil + Chebe, 12 fl oz (355 ml)",Camille Rose,Treatments,355.0,125.71,125.71,0.35,0.0,0,0.0,4.8,32,2023-11-01,in stock,,,450,
124680,"Mielle, Nourishing Conditioner, Mango & Tulsi, 12 fl oz (355 ml)",Mielle,Treatments,355.0,145.16,145.16,0.41,0.0,0,0.0,4.4,19,2023-07-01,in stock,,420,450,
143789,"SheaMoisture, Bond Repair Masque, Amla Oil, 11 oz (311 g)",SheaMoisture,Treatments,326.875,100.71,90.64,0.28,10.0,0,0.0,4.8,9,2024-08-01,in stock,,,450,
136948,"Luseta Beauty, Glossy Pearl, Hair Mask, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,235.39,169.48,0.34,28.0,0,0.0,4.4,9,2023-12-01,in stock,,,450,
129802,"Okay Pure Naturals, Almond Hot Oil Treatment, 6 oz (177 ml)",Okay Pure Naturals,Treatments,177.0,94.44,68.0,0.38,28.0,0,0.0,5.0,7,2023-09-01,in stock,,,450,
124682,"Mielle, Nourishing Shampoo, Mango & Tulsi, 12 fl oz (355 ml)",Mielle,Treatments,355.0,145.17,145.17,0.41,0.0,0,0.0,4.7,22,2023-07-01,in stock,531.0,,473,
124492,"Cantu, TXTR, Strengthen + Restore Moisture Mask, 14 oz (396 g)",Cantu,Treatments,416.02272727272725,97.39,97.39,0.23,0.0,0,0.0,4.1,20,2023-07-01,in stock,,,473,
109675,"Camille Rose, Cleansing Milk, Rose , 8 fl oz (240 ml)",Camille Rose,Treatments,240.0,101.71,73.23,0.31,28.0,0,0.0,5.0,1,2023-12-01,in stock,,,473,
107549,"Dove, Amplified Textures, Scalp Tonic, 3.2 fl oz (94 ml)",Dove,Treatments,94.0,66.25,66.25,0.7,0.0,0,0.0,4.6,135,2022-06-01,out of stock,,,473,
124718,"Mielle, Itchy Relief, Rice Water & Aloe Vera Blend, 4 fl oz (118 ml)",Mielle,Treatments,118.0,95.88,95.88,0.81,0.0,0,0.0,4.4,42,2023-07-01,in stock,,,490,
134503,"Camille Rose, Black Castor Oil + Chebe, 2 fl oz (59 ml)",Camille Rose,Treatments,59.0,125.65,125.65,2.13,0.0,0,0.0,4.4,24,2023-12-01,in stock,,,490,
81711,"Giovanni, 2chic, Frizz Be Gone Smoothing Hair Mask, Shea Butter + Sweet Almond Oil, 5.1 fl oz (150 ml)",Giovanni,Treatments,150.0,71.78,48.49,0.32,32.45,0,0.0,4.5,3587,2018-05-01,in stock,,,504,
118738,"Creme Of Nature, Argan Oil From Morocco, Perfect 7, 7-N-1 Leave-In Treatment, 5.1 fl oz (150 ml)",Creme Of Nature,Treatments,150.0,89.36,59.68,0.4,33.21,0,0.0,4.4,40,2023-04-01,in stock,,,504,
136950,"Luseta Beauty, Tangle Free, Hair Shining Serum, For All Hair Types, 3.38 fl oz (100 ml)",Luseta Beauty,Treatments,100.0,183.04,131.79,1.32,28.0,0,0.0,5.0,6,2023-12-01,in stock,,,504,
143766,"Dove, Sulfate-Free Co-Wash, Defined Curls , 13.5 fl oz (400 ml)",Dove,Treatments,400.0,64.56,58.1,0.15,10.01,0,0.0,4.0,3,2024-08-01,in stock,,,504,
119936,"SheaMoisture, Mongongo & Jojoba Oils, High Porosity Moisture Replenish Masque, 11 oz (312 g)",SheaMoisture,Treatments,326.875,107.25,107.25,0.33,0.0,0,0.0,4.7,300,2023-05-01,in stock,,,523,
124679,"Mielle, Nourishing Instant 3-In-1 Serum, Mango & Tulsi, 2 fl oz (59 ml)",Mielle,Treatments,59.0,145.12,87.07,1.48,40.0,0,0.0,4.0,24,2023-08-01,in stock,,,523,
124725,"Mielle, Anti-Shedding Curl Pudding, Sea Moss Blend, 8 oz (227 g)",Mielle,Treatments,237.72727272727272,106.8,106.8,0.45,0.0,0,0.0,4.2,16,2023-07-01,in stock,,,523,
138630,"L'Oréal, Elvive, Dreamlengths, Savior Fiber Mask, For Long, Weakened Hair, 12 fl oz (355 ml)",L'Oréal,Treatments,355.0,112.05,81.02,0.23,27.69,0,0.0,4.7,9,2024-01-01,in stock,,,523,
129783,"Okay Pure Naturals, 100% Pure Oil, Argan , 1 fl oz (30 ml)",Okay Pure Naturals,Treatments,30.0,130.73,94.13,3.14,28.0,0,0.0,5.0,6,2023-09-01,in stock,,,523,
124693,"Mielle, Pomade-To-Oil Treatment, Mongongo Oil, 4 oz (113 g)",Mielle,Treatments,118.86363636363636,68.14,68.14,0.57,0.0,0,0.0,4.6,34,2023-07-01,in stock,,,544,
124833,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Oil Treatment, 3 fl oz (88.7 ml)",Creme Of Nature,Treatments,88.7,108.95,108.95,1.23,0.0,0,0.0,4.7,25,2023-07-01,in stock,,,544,
124838,"Creme Of Nature, Essential 7 Treatment Oil, Coconut Milk, 4 fl oz (118.3 ml)",Creme Of Nature,Treatments,118.3,61.02,61.02,0.52,0.0,0,0.0,4.6,17,2023-07-01,in stock,,,544,
124450,"Cantu, Revitalizing Treatment Masque, Acai Berry, 12 oz (340 g)",Cantu,Treatments,356.59090909090907,98.83,98.83,0.28,0.0,0,0.0,4.5,17,2023-07-01,in stock,,,544,
134533,"Camille Rose, 5 Minute Strengthening Hair Beauty Mask, Rosemary Oil, 8.5 fl oz (251 ml)",Camille Rose,Treatments,251.0,145.29,145.29,0.58,0.0,0,0.0,4.6,16,2023-12-01,in stock,,,544,
136947,"Luseta Beauty, Tangle Free, Hair Mask, For All Hair Types, 16.9 fl oz (500 ml)",Luseta Beauty,Treatments,500.0,235.39,235.39,0.47,0.0,0,0.0,4.5,4,2023-12-01,in stock,,,544,
119072,"Cantu, Avocado Hydrating Hair Masque, 12 oz (340 g)",Cantu,Treatments,356.59090909090907,98.83,98.83,0.28,0.0,0,0.0,4.7,90,2023-04-01,in stock,,,572,
119066,"Cantu, Flaxseed Smoothing Oil, 3.4 fl oz (100 ml)",Cantu,Treatments,100.0,62.47,62.47,0.62,0.0,0,0.0,4.6,78,2023-04-01,in stock,,,572,
124856,"Creme Of Nature, Pure Honey, Moisture Replenish & Strength Hair Mask, 11.5 oz (326 g)",Creme Of Nature,Treatments,341.73295454545456,79.22,79.22,0.23,0.0,0,0.0,4.6,77,2023-07-01,in stock,,,572,
124678,"Mielle, Almond Oil Blend, Mint, 8 fl oz (240 ml)",Mielle,Treatments,240.0,124.95,124.95,0.52,0.0,0,0.0,4.7,20,2023-08-01,in stock,,,,
134516,"Camille Rose, Coconut Water, Penetrating Hair Treatment, Maximum Hydration, 8 oz (240 ml)",Camille Rose,Treatments,240.0,203.39,203.39,0.85,0.0,0,0.0,4.9,17,2023-11-01,in stock,,,572,
130177,"Okay Pure Naturals, Natural Hair Oil, Extra Dark, 4 fl oz (118 ml)",Okay Pure Naturals,Treatments,118.0,102.17,102.17,0.87,0.0,0,0.0,4.1,16,2023-10-01,in stock,,,572,
130205,"Okay Pure Naturals, Miami South Beach Curls, Curl Pudding, 6 oz (170 g)",Okay Pure Naturals,Treatments,178.29545454545453,116.23,116.23,0.65,0.0,0,0.0,3.9,7,2023-09-01,in stock,,,572,
81720,"Giovanni, 2chic, Ultra-Revive Super Potion Anti-Frizz Hair Serum, Pineapple + Ginger, 2.75 fl oz (81 ml)",Giovanni,Treatments,81.0,78.3,78.3,0.97,0.0,0,0.0,4.6,1820,2018-05-01,out of stock,,,,
109671,"Camille Rose, Algae Renew®, Deep Conditioning Mask, Cocoa & Mango Butter, 8 oz (240 ml)",Camille Rose,Treatments,240.0,203.39,203.39,0.85,0.0,0,0.0,4.6,353,2021-09-01,unavailable for this country,,,,
124493,"Cantu, TXTR, Scalp Saver, Fragrance Free, 5 fl oz (150 ml)",Cantu,Treatments,150.0,97.34,97.34,0.65,0.0,0,0.0,4.5,12,2023-07-01,unavailable for this country,,,,
134508,"Camille Rose, The Gro Grease, Old Fashioned Hair Formula, 4 oz (113.4 g)",Camille Rose,Treatments,118.86363636363636,101.68,101.68,0.86,0.0,0,0.0,4.1,8,2024-01-01,unavailable for this country,,,,
6418,"Giovanni, L.A. Hold Styling Gel, Strong Hold, 6.8 fl oz (201 ml)",Giovanni,Styling,201.0,71.79,71.79,0.36,0.0,4000,287160.0,4.6,21767,2007-05-01,in stock,,,,2
108728,"Cantu, Shea Butter, Leave-In Conditioning Repair Cream, 16 oz (453 g)",Cantu,Styling,476.32,58.18,58.18,0.12,0.0,3000,174540.0,4.5,19454,2021-08-01,in stock,,8,,3
124723,"Mielle, Daily Styling Creme, Rosemary Mint, 8 fl oz (240 ml)",Mielle,Styling,240.0,95.91,95.91,0.4,0.0,2000,191820.0,4.5,2764,2023-07-01,in stock,,,,6
108745,"Cantu, Shea Butter, Coconut Curling Cream, 2 oz (57 g)",Cantu,Styling,59.54,23.25,23.25,0.39,0.0,1000,23250.0,4.5,2800,2021-08-01,in stock,,,,7
97581,"SheaMoisture, Frizz Free Curl Mousse, Coconut & Hibiscus, 7.5 fl oz (222 ml)",SheaMoisture,Styling,222.0,92.71,92.71,0.42,0.0,1000,92710.0,4.4,6748,2020-01-01,in stock,,,,8
108734,"Cantu, Shea Butter, Moisturizing Curl Activator Cream, 12 fl oz (355 ml)",Cantu,Styling,355.0,64.7,64.7,0.18,0.0,1000,64700.0,4.5,5095,2021-08-01,in stock,,,,10
97590,"SheaMoisture, Curl Enhancing Smoothie, Coconut & Hibiscus, 12 oz (340 g)",SheaMoisture,Styling,357.24,107.26,107.26,0.3,0.0,0,0.0,4.5,1214,2020-01-01,out of stock,,,,9
6416,"Giovanni, Mousse Air-Turbo Charged™ Hair Styling Foam, Medium-To-Firm Hold, 7 fl oz (207 ml)",Giovanni,Styling,207.0,71.8,71.8,0.35,0.0,1000,71800.0,4.5,7280,2007-05-01,in stock,,,,13
108729,"Cantu, Argan Oil Leave-In Conditioning Repair Cream, 16 oz (453 g)",Cantu,Styling,476.32,66.9,66.9,0.14,0.0,750,50175.0,4.6,3909,2021-08-01,in stock,,36,,15
119077,"Cantu, Avocado Hydrating Gel, Alcohol Free, 18.5 oz (524 g)",Cantu,Styling,550.745,50.21,50.21,0.09,0.0,750,37657.5,4.6,737,2023-04-01,in stock,,,,18
104727,"L'Oréal, Advanced Hairstyle, Sleek It Iron Straight Heatspray, 5.7 fl oz (170 ml)",L'Oréal,Styling,170.0,62.2,62.2,0.37,0.0,0,0.0,4.6,3101,2021-03-01,out of stock,,,,16
108748,"Cantu, Shea Butter Moisturizing Curl Activator Cream,  For Natural Curls, Coils & Waves, 3 fl oz (89 ml)",Cantu,Styling,89.0,23.26,23.26,0.26,0.0,500,11630.0,4.5,5095,2021-08-01,in stock,,,,19
124722,"Mielle, Rosemary Mint Strengthening Edge Gel, 2 oz (57 g)",Mielle,Styling,59.54,67.55,67.55,1.13,0.0,500,33775.0,4.4,1662,2023-07-01,in stock,,,,24
114614,"SheaMoisture, Kids Styling Jelly, Coconut & Hibiscus, 12 oz (340 g)",SheaMoisture,Styling,357.24,85.76,85.76,0.24,0.0,500,42880.0,4.6,698,2022-06-01,in stock,,,,25
109667,"Camille Rose, Curl Love Moisture Milk, Leave-In Conditioning Cream, Rice Milk & Macadamia Oil, 8 oz (240 ml)",Camille Rose,Styling,240.0,152.55,152.55,0.64,0.0,500,76275.0,4.5,771,2021-09-01,in stock,,55,,27
107563,"SheaMoisture, Curl & Shine Hair Masque, Coconut & Hibiscus, 11.5 oz (326 g)",SheaMoisture,Styling,342.355,107.26,107.26,0.31,0.0,500,53630.0,4.7,1133,2021-06-01,in stock,,,,29
119931,"SheaMoisture, Defining Styling Gel, Coconut & Hibiscus + Flaxseed, 15 oz (425 g)",SheaMoisture,Styling,446.55,68.93,68.93,0.15,0.0,400,27572.0,4.5,298,2023-05-01,in stock,,,,30
122592,"Dove, 7-in-1 Miracle Mist, 7.5 fl oz (221 ml)",Dove,Styling,221.0,73.25,73.25,0.33,0.0,400,29300.0,4.4,162,2023-06-01,in stock,,,,31
115680,"Giovanni, Curl Habit, Defining Hair Mousse, For All Curl Types, 7 fl oz (207 ml)",Giovanni,Styling,207.0,71.8,71.8,0.35,0.0,400,28720.0,4.5,812,2022-10-01,in stock,,,,32
107507,"SheaMoisture, Hold & Shine Moisture Mist with Silk Protein & Neem Oil, Coconut & Hibiscus , 8 fl oz (237 ml)",SheaMoisture,Styling,237.0,92.86,92.86,0.39,0.0,300,27858.0,4.4,1371,2021-06-01,in stock,,,,34
108737,"Cantu, Care For Kids, Styling Custard, 8 oz (227 g)",Cantu,Styling,238.16,48.7,48.7,0.2,0.0,300,14610.0,4.6,1386,2021-08-01,in stock,,,,36
122597,"Dove, Styling Curl Cream, 13 fl oz  (384 ml)",Dove,Styling,384.0,58.6,58.6,0.15,0.0,300,17580.0,4.6,114,2023-06-01,in stock,,,,36
124475,"Cantu, Care For Kids, Control & Go Styling Gel, 2.25 oz (63 g)",Cantu,Styling,66.9825,53.76,53.76,0.8,0.0,300,16128.0,4.4,123,2023-07-01,in stock,,,,38
114616,"SheaMoisture, Strong Hold Styling Gel, Shea Butter, Peppermint & Apple Cider Vinegar, 15 oz (426 g)",SheaMoisture,Styling,446.55,68.93,68.93,0.15,0.0,400,27572.0,4.5,1023,2022-06-01,in stock,,,,41
75794,"Giovanni, 2chic, Ultra-Volume Foam Styling Mousse, For Fine, Limp Hair, Papaya + Tangerine  Butter, 7 fl oz (207 ml)",Giovanni,Styling,207.0,71.79,71.79,0.35,0.0,400,28716.0,4.5,3270,2017-07-01,in stock,,,,43
109213,"Cantu, Care For Kids, Curl Refresher, 8 fl oz (236 ml)",Cantu,Styling,236.0,48.71,48.71,0.21,0.0,400,19484.0,4.6,1315,2021-09-01,in stock,,,,43
124600,"Cantu, Shea Butter, Flexible Hold Strengthening Styling Gel, 18.5 oz (524 g)",Cantu,Styling,550.745,50.2,50.2,0.09,0.0,300,15060.0,4.6,187,2023-07-01,in stock,,,,45
43355,"Giovanni, 2chic, Ultra Sleek Leave-In Conditioning & Styling Elixir, For All Hair Types, Brazilian Keratin + Moroccan Argan Oil, 4 fl oz (118 ml)",Giovanni,Styling,118.0,71.78,71.78,0.61,0.0,300,21534.0,4.4,3475,2012-04-01,in stock,,103,,46
97595,"SheaMoisture, Curl & Style Milk, Coconut & Hibiscus,  8 fl oz (237 ml)",SheaMoisture,Styling,237.0,92.85,92.85,0.39,0.0,200,18570.0,4.3,788,2020-01-01,in stock,,,,49
124707,"Mielle, Curl Defining Mousse With Hold, Pomegranate & Honey, 7.5 fl oz (222 ml)",Mielle,Styling,222.0,95.91,95.91,0.43,0.0,200,19182.0,4.6,115,2023-07-01,in stock,,,,50
134496,"Camille Rose, Spiked Honey Mousse 4-In-1-Styler, 8 fl oz (240 ml)",Camille Rose,Styling,240.0,122.05,122.05,0.51,0.0,200,24410.0,4.4,58,2023-12-01,in stock,,,,50
115678,"Giovanni, Curl Habit, Curl Defining Hair Styling Cream, For All Curl Types, 10 fl oz (295 ml)",Giovanni,Styling,295.0,97.96,97.96,0.33,0.0,200,19592.0,4.5,355,2022-10-01,in stock,,,,54
