product_id,product_name,brand_name,category,volume_in_ml,list_price,discount_price,price_per_ml,discount%,sale_in_30days,sales_revenue,rating,no_of_reviews,first_available,stock_alert,ranking_shampoo,ranking_conditioner,ranking_hair_treatments,ranking_hair_styling
100307,"Dove, Crown Collection, Defining Shaping Butter Cream, 10.5 oz (297 g)",Dove,Styling,312.585,66.73,66.73,0.21,0.0,200,13346.0,4.4,358,2020-10-01,in stock,,,,55
130173,"Okay Pure Naturals, African Shea Body Butter, For Skin & Hair, 7.5 oz (212 g)",Okay Pure Naturals,Styling,223.275,47.97,47.97,0.21,0.0,200,9594.0,4.5,93,2023-10-01,in stock,,,,57
108725,"Cantu, Shea Butter, Define & Shine Custard, 12 oz (340 g)",Cantu,Styling,357.24,72.69,72.69,0.2,0.0,200,14538.0,4.6,1082,2021-08-01,in stock,,,,59
119071,"Cantu, Avocado Hydrating Curling Cream, 12 oz (340 g)",Cantu,Styling,357.24,98.84,98.84,0.28,0.0,100,9884.0,4.6,234,2023-04-01,in stock,,,,59
142350,"SheaMoisture, Kids Braiding Jam, Coconut & Hibiscus with Shea Butter , 5.5 oz (156 g)",SheaMoisture,Styling,163.73499999999999,75.27,75.27,0.46,0.0,0,0.0,5.0,7,2024-05-01,in stock,,,,59
109666,"Camille Rose, Curl Maker®, 12 oz (355 ml)",Camille Rose,Styling,355.0,218.66,218.66,0.62,0.0,200,43732.0,4.6,170,2022-01-01,in stock,,,,63
124444,"Cantu, Shea Butter, Anti-Shedding Styling Gel With Honey, Flexible Hold, 18.5 oz (524 g)",Cantu,Styling,550.745,50.21,50.21,0.09,0.0,100,5021.0,4.6,141,2023-07-01,in stock,,,,63
100323,"SheaMoisture, Men, Waves Pomade, Argan Oil & Shea Butter, 4 oz (113 g)",SheaMoisture,Styling,119.08,64.08,64.08,0.54,0.0,100,6408.0,4.5,52,2023-07-01,in stock,,,,67
109203,"Cantu, Shea Butter Hair Dressing Pomade, 4 oz (113 g)",Cantu,Styling,119.08,38.52,38.52,0.32,0.0,100,3852.0,4.4,930,2021-09-01,in stock,,,,68
108742,"Cantu, Shea Butter, Wave Whip Curling Mousse, 8.4 fl oz (248 ml)",Cantu,Styling,248.0,75.58,75.58,0.3,0.0,100,7558.0,4.6,128,2023-07-01,in stock,,,,71
108760,"Mielle, Curl Smoothie, Pomegranate & Honey, 12 fl oz (355 ml)",Mielle,Styling,355.0,124.98,124.98,0.35,0.0,100,12498.0,4.5,267,2021-08-01,in stock,,,,72
108731,"Cantu, Shea Butter for Natural Hair, Conditioning Creamy Hair Lotion, 12 fl oz (355 ml)",Cantu,Styling,355.0,66.89,66.89,0.19,0.0,100,6689.0,4.5,1021,2021-08-01,in stock,,,,78
124701,"Mielle, Coil Sculpting Custard, Pomegranate & Honey, 12 oz (340 g)",Mielle,Styling,357.24,124.98,124.98,0.35,0.0,0,0.0,4.5,48,2023-07-01,in stock,,,,79
124831,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Style & Shine Foaming Mousse, 7 fl oz (207 ml)",Creme Of Nature,Styling,207.0,69.03,58.68,0.28,14.99,100,5868.0,4.5,31,2023-07-01,in stock,,,,79
124696,"Mielle, Thermal & Heat Protectant Spray, Mongongo Oil, 4 fl oz (118 ml)",Mielle,Styling,118.0,68.14,68.14,0.58,0.0,100,6814.0,4.7,74,2023-07-01,in stock,,,,81
119067,"Cantu, Flaxseed Smoothing Cream Gel, 16 oz (453 g)",Cantu,Styling,476.32,66.9,66.9,0.14,0.0,100,6690.0,4.5,149,2023-04-01,in stock,,,,82
119070,"Cantu, Avocado Hydrating Curl Activator, 12 fl oz (355 ml)",Cantu,Styling,355.0,87.21,87.21,0.25,0.0,100,8721.0,4.7,125,2023-04-01,in stock,,,,82
124706,"Mielle, Gel Styler, Maximum Hold, Pomegranate & Honey Blend, 16 oz (454 g)",Mielle,Styling,476.32,95.95,95.95,0.2,0.0,100,9595.0,4.3,52,2023-07-01,in stock,,,,82
115677,"Giovanni, Curl Habit, Curl Shaping Gel, Medium Hold For All Curl Types, 10.5 fl oz (310 ml)",Giovanni,Styling,310.0,84.89,84.89,0.27,0.0,100,8489.0,4.5,198,2022-12-01,in stock,,,,86
124474,"Cantu, Jamaican Black Castor Oil, Taming Gel, 4 oz (113 g)",Cantu,Styling,119.08,66.84,66.84,0.56,0.0,0,0.0,4.5,19,2023-07-01,in stock,,,,95
125922,"SheaMoisture, Manuka Honey & Yogurt, Smooth & Hold Multi-Styling Mousse w/ Mafura & Baobab Oils, 7.5 fl oz (222 ml)",SheaMoisture,Styling,222.0,92.72,92.72,0.42,0.0,100,9272.0,4.7,99,2023-07-01,in stock,,,,99
108746,"Cantu, Shea Butter, Extra Hold Edge Stay Gel, 2.25 oz (64 g)",Cantu,Styling,66.9825,50.12,50.12,0.75,0.0,100,5012.0,4.4,933,2021-08-01,in stock,,,,103
108761,"Mielle, Twisting Souffle, Pomegranate & Honey, 12 oz (340 g)",Mielle,Styling,357.24,124.98,124.98,0.35,0.0,100,12498.0,4.6,537,2021-08-01,in stock,,,,103
121376,"Mielle, Anti-Frizz Curl Perfector, Avocado & Tamanu, 12 oz (340 g)",Mielle,Styling,357.24,124.97,124.97,0.35,0.0,100,12497.0,4.5,120,2023-05-01,in stock,,,,107
125923,"SheaMoisture, Hydrating Wrap & Set Mousse with Fig Extract & Baobab Oil, 7.5 fl oz (222 ml)",SheaMoisture,Styling,222.0,92.71,92.71,0.42,0.0,0,0.0,4.7,36,2023-07-01,in stock,,,,107
124597,"Cantu, Mango Butter, Raw Blend, 5.5 oz (156 g)",Cantu,Styling,163.73499999999999,62.49,62.49,0.38,0.0,0,0.0,4.6,55,2023-07-01,in stock,,,,116
118740,"Creme Of Nature, Argan Oil From Morocco, Moisture & Shine Curl Activator Creme, 12 fl oz (354 ml)",Creme Of Nature,Styling,354.0,81.41,66.55,0.19,18.25,0,0.0,4.3,51,2023-04-01,in stock,,,,116
124459,"Cantu, Grapeseed Strengthening Curling Cream, 12 oz (340 g)",Cantu,Styling,357.24,98.83,98.83,0.28,0.0,0,0.0,4.9,27,2023-07-01,in stock,,,,116
107362,"SheaMoisture, Jamaican Black Castor Oil, Strengthen & Restore Smoothie, 11.5 oz (326 g)",SheaMoisture,Styling,342.355,107.26,107.26,0.31,0.0,0,0.0,4.5,3711,2021-06-01,in stock,,,,121
124863,"Creme Of Nature, Pure Honey, Moisture Whip, Twisting Cream, 11.5 oz (326 g)",Creme Of Nature,Styling,342.355,67.6,67.6,0.2,0.0,0,0.0,4.7,64,2023-07-01,in stock,,,,121
121381,"Cantu, Protective Styles by Angela, Braiding & Twisting Gel, 8 oz (227 g)",Cantu,Styling,238.16,78.47,55.66,0.23,29.07,0,0.0,4.6,48,2023-05-01,in stock,,,,121
124692,"Mielle, Moisture RX, Moisturizing Styling Gel, Hawaiian Ginger , 12 oz (340 g)",Mielle,Styling,357.24,67.6,67.6,0.19,0.0,0,0.0,4.5,46,2023-07-01,in stock,,,,121
135786,"Camille Rose, Curl Maker, Marshmallow & Agave Leaf Extract, 2 oz (59 ml)",Camille Rose,Styling,59.0,46.49,46.49,0.79,0.0,0,0.0,4.3,39,2023-11-01,in stock,,,,121
124484,"Cantu, Shea Butter for Natural Hair, Mega-Hold Styling Stay Glue Gel, 8 oz (227 g)",Cantu,Styling,238.16,64.68,64.68,0.27,0.0,0,0.0,4.6,72,2023-07-01,in stock,,,,129
124483,"Cantu, Shea Butter, Moisturizing Twist & Lock Gel, 13 oz (370 g)",Cantu,Styling,387.01,86.49,86.49,0.22,0.0,0,0.0,4.6,50,2023-07-01,in stock,,,,129
124857,"Creme Of Nature, Pure Honey, Moisture & Twist Curling Mousse, 7 fl oz (207 ml)",Creme Of Nature,Styling,207.0,69.04,69.04,0.33,0.0,0,0.0,4.2,27,2023-08-01,in stock,,,,129
119930,"SheaMoisture, Edge Gel, Coconut & Hibiscus + Flaxseed, 3.5 oz (99 g)",SheaMoisture,Styling,104.195,68.29,68.29,0.66,0.0,0,0.0,4.6,63,2023-05-01,in stock,,,,137
124686,"Mielle, Moisture RX, Moisturizing Hair Butter, Hawaiian Ginger, 12 oz (340 g)",Mielle,Styling,357.24,95.93,95.93,0.27,0.0,0,0.0,4.6,42,2023-09-01,in stock,,,,137
134499,"Camille Rose, Curlaide Moisture Butter, Green Tea & Jojoba, 8 oz (240 ml)",Camille Rose,Styling,240.0,162.71,162.71,0.68,0.0,0,0.0,4.6,14,2023-12-01,in stock,,,,137
97584,"SheaMoisture, Curling Gel Souffle, Coconut & Hibiscus, 12 oz (340 g)",SheaMoisture,Styling,357.24,107.26,107.26,0.3,0.0,0,0.0,4.2,4280,2020-01-01,in stock,,,,150
121380,"Cantu, Protective Styles by Angela, Hair Freshener, 4 fl oz (118 ml)",Cantu,Styling,118.0,78.45,50.99,0.43,35.0,0,0.0,4.4,40,2023-05-01,in stock,,,,154
124830,"Creme Of Nature, Argan Oil From Morocco, Perfect Edges, Extra Firm Hold Hair Gel, 2.25 oz (63.7 g)",Creme Of Nature,Styling,66.9825,65.37,65.37,0.98,0.0,0,0.0,4.2,21,2023-07-01,in stock,,,,154
124702,"Mielle, Super Hold Edge Gel, Pomegranate & Honey Blend, 2 oz (57 g)",Mielle,Styling,59.54,67.55,67.55,1.13,0.0,0,0.0,4.2,25,2023-07-01,in stock,,,,163
108752,"Cantu, Shea Butter for Natural Hair, Curl Stretcher Cream Rinse, 10 oz (283 g)",Cantu,Styling,297.7,62.51,62.51,0.21,0.0,0,0.0,4.2,13,2023-07-01,in stock,,,,163
124829,"Creme Of Nature, Argan Oil From Morocco, Perfect Edges, Hair Gel, 2.25 oz (63.7 g)",Creme Of Nature,Styling,66.9825,65.38,65.38,0.98,0.0,0,0.0,4.0,8,2023-08-01,in stock,,,,163
124466,"Cantu, Guava Style & Strengthen, Cream Gel, 12 oz (340 g)",Cantu,Styling,357.24,66.88,66.88,0.19,0.0,0,0.0,4.4,58,2023-07-01,in stock,,,,170
119076,"Cantu, Avocado Hydrating Mousse, 8.4 fl oz (248 ml)",Cantu,Styling,248.0,75.58,75.58,0.3,0.0,100,7558.0,4.3,51,2023-04-01,in stock,,,,170
124720,"Mielle, Braid & Scalp Moisturizer, Rice Water & Aloe Vera Blend, 8 fl oz (237 ml)",Mielle,Styling,237.0,95.91,95.91,0.4,0.0,0,0.0,4.2,29,2023-07-01,in stock,,,,170
124866,"Creme Of Nature, Butter Blend & Flaxseed, Double Duty, Stretch & Define Pudding, 11.5 oz (326 g)",Creme Of Nature,Styling,342.355,82.85,82.85,0.24,0.0,0,0.0,4.6,23,2023-08-01,in stock,,,,170
124719,"Mielle, Braid Set Foam, Rice Water & Aloe Vera Blend, 7.5 fl oz (222 ml)",Mielle,Styling,222.0,95.91,95.91,0.43,0.0,0,0.0,4.9,15,2023-07-01,in stock,,,,170
134501,"Camille Rose, Fresh Curl Revitalizing Hair Smoother, Avocado & Castor Oil, 8 oz (240 ml)",Camille Rose,Styling,240.0,143.11,143.11,0.6,0.0,0,0.0,4.7,13,2023-12-01,in stock,,,,170
126318,"Creme Of Nature, Coconut Milk, 24 HR. Edge Tamer Hair Gel, For Natural Hair, 2.25 oz (63.7 g)",Creme Of Nature,Styling,66.9825,45.77,45.77,0.68,0.0,0,0.0,4.5,13,2023-08-01,in stock,,,,170
126320,"Creme Of Nature, Moisture Curl Hair Milk, For Natural Hair, Coconut Milk, 8.3 fl oz (245 ml)",Creme Of Nature,Styling,245.0,61.05,61.05,0.25,0.0,0,0.0,4.3,12,2023-08-01,in stock,,,,170
121372,"Mielle, Moisturizing Hair Milk, Avocado, 8 fl oz (240 ml)",Mielle,Styling,240.0,124.96,124.96,0.52,0.0,0,0.0,4.4,50,2023-05-01,in stock,,,,184
124870,"Creme Of Nature, Pure Honey, Hair Food, Smoothing & Frizz Control Curl Defining Cream, 11.5 oz (326 g)",Creme Of Nature,Styling,342.355,72.69,72.69,0.21,0.0,0,0.0,4.3,29,2023-08-01,in stock,,,,184
134506,"Camille Rose, Black Castor Oil + Chebe, Butter Cream, 8 oz (240 ml)",Camille Rose,Styling,240.0,125.68,125.68,0.52,0.0,0,0.0,4.3,22,2023-11-01,in stock,,,,184
134531,"Camille Rose, Edge Control, Strengthening & Smoothing Gel, 2 fl oz (59 ml)",Camille Rose,Styling,59.0,96.6,69.55,1.18,28.0,0,0.0,4.4,8,2023-12-01,in stock,,,,184
143778,"Dove, Men + Care, Shaping Putty, High Hold, Medium Shine , 1.75 oz (49 g)",Dove,Styling,52.0975,59.42,53.48,1.03,10.0,0,0.0,5.0,1,2024-08-01,in stock,,,,184
124709,"Mielle, Twisting Souffle, Pomegranate & Honey, 2 oz (57 g)",Mielle,Styling,59.54,28.33,28.33,0.48,0.0,0,0.0,4.6,537,2023-07-01,in stock,,,,195
124462,"Cantu, Grapeseed Strengthening Gel, Flexible Hold, Alcohol Free, 18.5 oz (524 g)",Cantu,Styling,550.745,50.21,50.21,0.09,0.0,0,0.0,4.7,104,2023-07-01,in stock,,,,195
124712,"Mielle, Rice Water Collection, Moisturizing Milk, 8 oz (227 g)",Mielle,Styling,238.16,95.91,95.91,0.4,0.0,0,0.0,4.4,44,2023-07-01,in stock,,,,195
124467,"Cantu, Guava & Ginger Hair Lotion, 12 fl oz (354 ml)",Cantu,Styling,354.0,69.79,69.79,0.2,0.0,0,0.0,4.7,27,2023-07-01,in stock,,,,195
124823,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Smooth & Shine Blow Out Creme, 7.6 fl oz (226 ml)",Creme Of Nature,Styling,226.0,68.31,68.31,0.3,0.0,0,0.0,4.7,26,2023-08-01,in stock,,,,195
124872,"Creme Of Nature, Pure Honey, Hair Food, Styling Mousse, 7 fl oz (207 ml)",Creme Of Nature,Styling,207.0,65.41,65.41,0.32,0.0,0,0.0,4.2,21,2023-08-01,in stock,,,,195
135787,"Camille Rose, Coconut Water, Hydrating Elixir, 8 oz (240 ml)",Camille Rose,Styling,240.0,101.72,101.72,0.42,0.0,0,0.0,4.6,18,2023-11-01,in stock,,479,,209
130196,"Okay Pure Naturals, Castor Oil Pomade, 4 oz (113 g)",Okay Pure Naturals,Styling,119.08,116.22,116.22,0.98,0.0,0,0.0,4.5,11,2023-10-01,in stock,,,,209
107454,"SheaMoisture, Curl Enhancing Smoothie with Silk Protein & Neem Oil, Coconut & Hibiscus, 3.2 oz (91 g)",SheaMoisture,Styling,95.26400000000001,28.49,28.49,0.3,0.0,0,0.0,4.5,16470,2021-06-01,out of stock,,,,209
122594,"Dove, Hair Therapy, Smoothing Genius Conditioning Cream, 7.5 fl oz (221 ml)",Dove,Styling,221.0,73.25,73.25,0.33,0.0,0,0.0,4.6,73,2023-06-01,out of stock,,,,209
111222,"Luseta Beauty, Color Care, Perfecting Spray, 5.07 fl oz (150 ml)",Luseta Beauty,Styling,150.0,110.41,51.26,0.34,53.57,0,0.0,4.5,206,2021-11-01,in stock,,,,225
119929,"SheaMoisture, Jamaican Black Castor Oil + Flaxseed, Fortifying Edge Gel, 3.5 oz (99 g)",SheaMoisture,Styling,104.195,68.29,68.29,0.66,0.0,0,0.0,4.5,79,2023-05-01,in stock,,,,225
124695,"Mielle, Style Setting Spray, Mongongo Oil, 8 fl oz (240 ml)",Mielle,Styling,240.0,68.17,68.17,0.28,0.0,0,0.0,4.4,52,2023-07-01,in stock,,,,225
124716,"Mielle, Rice Water & Aloe Vera Blend, Braid Gel, 5 oz (142 g)",Mielle,Styling,148.85,95.89,95.89,0.64,0.0,0,0.0,4.5,35,2023-07-01,in stock,,,,225
121382,"Cantu, Protective Styles by Angela, Set & Refresh Foam, 8 fl oz (237 ml)",Cantu,Styling,237.0,78.49,59.22,0.25,24.55,0,0.0,4.6,27,2023-05-01,in stock,,,,225
124862,"Creme Of Nature, Pure Honey, Silicone-Free Lightweight Shine Mist , 4 fl oz (118 ml)",Creme Of Nature,Styling,118.0,66.1,66.1,0.56,0.0,0,0.0,4.1,21,2023-08-01,in stock,,,,225
124489,"Cantu, TXTR By Cantu, Shine + Sculpt Control Paste, Sleek, 6 oz (173 g)",Cantu,Styling,178.62,97.35,64.74,0.36,33.5,0,0.0,4.4,16,2023-07-01,in stock,,,,225
124852,"Creme Of Nature, Pure Honey, Twist & Hold, Defining Custard, 11.5 oz (326 g)",Creme Of Nature,Styling,342.355,81.4,81.4,0.24,0.0,0,0.0,4.8,9,2023-08-01,in stock,,,,225
130203,"Okay Pure Naturals, Miami South Beach Curls,  Curl Enhancer Mousse, Coconut, 7.5 oz (221 ml)",Okay Pure Naturals,Styling,221.0,116.24,116.24,0.53,0.0,0,0.0,4.1,8,2023-10-01,in stock,,,,225
134517,"Camille Rose, Coconut Water Style Setter, Maximum Hydration, 8 oz (240 ml)",Camille Rose,Styling,240.0,162.72,162.72,0.68,0.0,0,0.0,4.2,5,2023-12-01,in stock,,,,225
130183,"Okay Pure Naturals, Polished Edges With Black Jamaican Castor Oil, 2 oz (59 ml)",Okay Pure Naturals,Styling,59.0,58.12,41.85,0.71,27.99,0,0.0,4.5,2,2023-11-01,in stock,,,,225
81713,"Giovanni, 2chic, Frizz Be Gone Taming Cream, Shea Butter + Sweet Almond Oil, 5.1 fl oz (150 ml)",Giovanni,Styling,150.0,71.78,71.78,0.48,0.0,0,0.0,4.4,1382,2018-05-01,out of stock,,,,225
124471,"Cantu, Jamaican Black Castor Oil, Curl Stretch Paste, 6 oz (170 g)",Cantu,Styling,178.62,66.85,66.85,0.37,0.0,0,0.0,4.4,29,2023-07-01,in stock,,,,248
124683,"Mielle, Nourishing Styling Gel, Mango & Tulsi , 12 oz (340 g)",Mielle,Styling,357.24,145.16,145.16,0.41,0.0,0,0.0,4.2,12,2023-07-01,in stock,,,,248
137599,"Okay Pure Naturals, Miami South Beach Curls, Shine Enhancer, Hair Shine Spray, Coconut, 4 oz (118 ml)",Okay Pure Naturals,Styling,118.0,116.21,116.21,0.98,0.0,0,0.0,4.8,8,2024-01-01,in stock,,,,248
130184,"Okay Pure Naturals, On The Go Polished Edges With Moroccan Argan Oil, 2 oz (59 ml)",Okay Pure Naturals,Styling,59.0,58.12,58.12,0.99,0.0,0,0.0,4.0,3,2023-10-01,in stock,,,,248
130185,"Okay Pure Naturals, On The Go Polished Edges With Nourishing Coconut Oil, 2 oz (59 ml)",Okay Pure Naturals,Styling,59.0,58.12,58.12,0.99,0.0,0,0.0,5.0,1,2023-10-01,in stock,,,,248
119075,"Cantu, Avocado Hydrating Refresher Spray, 12 fl oz (355 ml)",Cantu,Styling,355.0,76.32,63.4,0.18,16.93,0,0.0,4.6,101,2023-04-01,in stock,,,,269
111231,"Luseta Beauty, Curl Enhancing Leave-In Cream, 6.8 fl oz (200 ml)",Luseta Beauty,Styling,200.0,131.19,85.27,0.43,35.0,0,0.0,4.6,40,2021-11-01,in stock,,568,,269
134510,"Camille Rose, Honeycomb Curl Whip, Texture-Defining Supercream, 12 fl oz (355 ml)",Camille Rose,Styling,355.0,143.13,143.13,0.4,0.0,0,0.0,4.6,25,2023-12-01,in stock,,,,269
124850,"Creme Of Nature, Pure Honey, Shrinkage Defense, Curl Activator, 10.15 fl oz (310 ml)",Creme Of Nature,Styling,310.0,66.15,66.15,0.21,0.0,0,0.0,4.7,20,2023-11-01,in stock,,,,269
121944,"L'Oréal, Studio Line Clean Gel, Strong Hold, Medium Shine, 6.8 fl oz (200 ml)",L'Oréal,Styling,200.0,54.8,41.61,0.21,24.07,0,0.0,4.2,15,2023-06-01,in stock,,,,269
124490,"Cantu, TXTR, Defining Gel, For Curls + Waves, 10 oz (283 g)",Cantu,Styling,297.7,97.36,97.36,0.33,0.0,0,0.0,4.4,14,2023-07-01,in stock,,,,269
124864,"Creme Of Nature, Butter Blend & Flaxseed, Double Duty, Curl Definer & Booster, 12 fl oz (355 ml)",Creme Of Nature,Styling,355.0,82.86,82.86,0.23,0.0,0,0.0,4.5,11,2023-08-01,in stock,,,,269
124865,"Creme Of Nature, Butter Blend & Flaxseed, Double Duty, Elongate & Define Jelly, 8.4 fl oz (248 ml)",Creme Of Nature,Styling,248.0,82.84,82.84,0.33,0.0,0,0.0,4.2,8,2023-08-01,in stock,,,,269
43356,"Giovanni, 2chic®, Ultra Sleek, Flat Iron Styling Mist, Brazilian Keratin + Moroccan Argan Oil, 4 fl oz (118 ml)",Giovanni,Styling,118.0,71.78,71.78,0.61,0.0,0,0.0,4.5,6786,2012-04-01,out of stock,,,,269
134527,"Camille Rose, Lavender, Edge Glaze, Smoothing & Conditioning Edge Gel, 2 oz (57 g)",Camille Rose,Styling,59.54,92.24,92.24,1.55,0.0,0,0.0,3.9,11,2023-11-01,out of stock,,,,269
124839,"Creme Of Nature, Shine & Hold Control Glue, Coconut Milk, 5.1 oz (144.5 g)",Creme Of Nature,Styling,151.827,50.87,50.87,0.34,0.0,0,0.0,4.2,9,2023-07-01,out of stock,,,,269
124832,"Creme Of Nature, Certified Natural Argan Oil From Morocco, Creamy Oil Moisturizing Hair Lotion, 8.5 fl oz (250 ml)",Creme Of Nature,Styling,250.0,69.04,69.04,0.28,0.0,0,0.0,4.3,46,2023-07-01,in stock,,,,
124674,"Mielle, Brazilian Curly Cocktail, Curl Mousse, Babassu , 7.5 fl oz (221 ml)",Mielle,Styling,221.0,134.4,66.53,0.3,50.5,0,0.0,4.9,22,2023-07-01,in stock,,,,
126319,"Creme Of Nature, Coconut Milk, Curl Quenching Foaming Mousse, For Natural Hair, 7 fl oz (207 ml)",Creme Of Nature,Styling,207.0,55.97,55.97,0.27,0.0,0,0.0,4.8,22,2023-08-01,in stock,,,,292
124446,"Cantu, Revitalizing Curling Cream, Acai Berry , 12 oz (340 g)",Cantu,Styling,357.24,98.83,98.83,0.28,0.0,0,0.0,4.3,24,2023-07-01,in stock,,,,292
134518,"Camille Rose, Kids, Sweet Puddin' Mandarin Hair Buttercream, 8 oz (240 ml)",Camille Rose,Styling,240.0,96.64,96.64,0.4,0.0,0,0.0,4.8,19,2023-12-01,in stock,,,,292
126314,"Cantu, Revitalizing Curl Activator, Acai Berry, 12 fl oz (355 ml)",Cantu,Styling,355.0,87.22,87.22,0.25,0.0,0,0.0,4.4,18,2023-08-01,in stock,,,,
124853,"Creme Of Nature, Pure Honey, Moisture Infusion, Edge Control Hair Gel, 2.25 oz (63.7 g)",Creme Of Nature,Styling,66.9825,64.65,64.65,0.97,0.0,0,0.0,4.6,12,2023-07-01,in stock,,,,292
124851,"Creme Of Nature, Pure Honey, Shrinkage Defense, Curling jelly, 12 fl oz (355 ml)",Creme Of Nature,Styling,355.0,81.41,81.41,0.23,0.0,0,0.0,4.0,11,2023-08-01,in stock,,,,
124684,"Mielle, Nourishing, Whipping Creme, Mango & Tulsi, 12 oz (340 g)",Mielle,Styling,357.24,145.16,94.35,0.26,35.0,0,0.0,4.4,9,2023-07-01,in stock,,,,292
125884,"SheaMoisture, Weave and Wig, Bond Release Spray w/ Aloe Vera, Tea Tree & Borage Seed Oil, 4.1 fl oz (121 ml)",SheaMoisture,Styling,121.0,85.43,40.79,0.34,52.25,0,0.0,4.3,9,2023-07-01,in stock,,,,
124837,"Creme Of Nature, Coconut Milk, Hydrating Curling Cream for Natural Hair , 11.5 oz (326 g)",Creme Of Nature,Styling,342.355,61.06,61.06,0.18,0.0,0,0.0,4.7,48,2023-07-01,out of stock,,,,
108751,"Cantu, Men's Collection, Shea Butter Cream Pomade, 8 oz (227 g)",Cantu,Styling,238.16,62.5,62.5,0.26,0.0,0,0.0,4.5,175,2021-12-01,unavailable for this country,,,,
109669,"Camille Rose, Almond Jai Twisting Butter, Sweet Almond Milk & Honey, 8 oz (240 ml)",Camille Rose,Styling,240.0,169.26,169.26,0.71,0.0,0,0.0,4.6,114,2021-09-01,unavailable for this country,,,,
